Original_ID,Class,RF_Pred,prob_1,prob_2,prob_3,margin,lon,lat
0,1,1,0.8266666666666667,0.14333333333333334,0.03,0.6833333333333333,117.29379021547742,31.74444093139462
1,1,1,0.99,0.01,0.0,0.98,117.11107288668752,32.28890982509946
2,1,1,0.97,0.016666666666666666,0.013333333333333334,0.9533333333333333,117.3439162083313,31.898322339564295
3,1,1,0.75,0.25,0.0,0.5,116.99348341599628,31.87514580523401
4,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,117.15787511299014,31.68928437294968
5,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,117.18608221291149,31.940094000275852
6,1,1,0.9166666666666666,0.08333333333333333,0.0,0.8333333333333333,117.13406975796096,31.98833353103307
7,1,1,0.99,0.01,0.0,0.98,117.32954316378536,31.78944652712901
8,1,1,0.9966666666666667,0.0,0.0033333333333333335,0.9933333333333334,117.2433048965099,31.8585269724778
9,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,117.38712517349744,31.90056812777459
10,1,1,0.9533333333333334,0.043333333333333335,0.0033333333333333335,0.91,117.2613610337207,31.89580705676876
11,1,1,0.9266666666666666,0.07333333333333333,0.0,0.8533333333333333,117.5117215034048,31.779565059003698
12,1,1,0.9366666666666666,0.03666666666666667,0.02666666666666667,0.9,117.29325122630696,31.705633711120655
13,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,117.34562300737112,31.82133671971525
14,1,1,0.9633333333333334,0.03666666666666667,0.0,0.9266666666666667,117.20593498069051,31.861491412915395
15,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,117.13963931272252,31.870564397285
16,1,1,0.9,0.1,0.0,0.8,117.149341117791,32.450965902354625
17,1,1,0.7433333333333333,0.25333333333333335,0.0033333333333333335,0.48999999999999994,117.20764177973037,31.82951138880074
18,1,1,0.8566666666666667,0.14333333333333334,0.0,0.7133333333333334,117.04127378911144,32.13008768286713
19,1,1,0.7333333333333333,0.26666666666666666,0.0,0.4666666666666666,117.78328221379417,32.04816132895543
20,1,1,1.0,0.0,0.0,1.0,117.27824936106217,31.9096411121442
21,1,1,0.9266666666666666,0.06333333333333334,0.01,0.8633333333333333,117.63020928938018,32.1103247466165
22,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,117.46393113028968,31.876583109688603
23,1,1,0.8233333333333334,0.17666666666666667,0.0,0.6466666666666667,117.54864226158212,31.81855194233448
24,1,1,0.7533333333333333,0.02,0.22666666666666666,0.5266666666666666,117.1853635606842,31.73473912632613
25,1,1,0.9833333333333333,0.013333333333333334,0.0033333333333333335,0.97,117.58196975862296,32.09415507150235
26,1,1,0.99,0.01,0.0,0.98,117.31525995076788,31.98411144919771
27,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,117.27699171966438,31.710035456012843
28,1,1,0.9766666666666667,0.01,0.013333333333333334,0.9633333333333334,117.13990880730776,31.710484613654906
29,1,1,0.9433333333333334,0.056666666666666664,0.0,0.8866666666666667,117.41263732756644,31.75917330205418
30,1,1,0.95,0.05,0.0,0.8999999999999999,117.19021446321844,31.755130883275644
31,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,117.377872526071,32.07915320625755
32,1,1,0.7966666666666666,0.20333333333333334,0.0,0.5933333333333333,117.6882404567343,31.94278894612821
33,1,1,0.9866666666666667,0.01,0.0033333333333333335,0.9766666666666667,117.22794370515146,32.139340330293564
34,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,117.25192872323746,31.900657959303004
35,1,1,0.8633333333333333,0.13666666666666666,0.0,0.7266666666666666,117.16227685788232,32.39221608277321
36,1,1,0.9366666666666666,0.06333333333333334,0.0,0.8733333333333333,117.3267583864046,31.9464720387931
37,1,1,0.9733333333333334,0.023333333333333334,0.0033333333333333335,0.9500000000000001,117.1628158470528,31.727642435581583
38,1,1,0.76,0.24,0.0,0.52,117.55771524595174,31.89580705676876
39,1,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334,117.13676470381333,32.28783184675852
40,1,1,0.9733333333333334,0.02,0.006666666666666667,0.9533333333333334,117.24043028760072,31.748034192531097
41,1,1,0.7933333333333333,0.20666666666666667,0.0,0.5866666666666667,117.3312499628252,31.839392856926057
42,1,1,0.8866666666666667,0.11333333333333333,0.0,0.7733333333333334,117.57065098604306,31.75935296511101
43,1,1,1.0,0.0,0.0,1.0,117.37454875951975,31.835350438147515
44,1,1,0.9566666666666667,0.043333333333333335,0.0,0.9133333333333333,117.3109480374041,31.890506996592453
45,1,1,0.85,0.15,0.0,0.7,116.833583295423,31.94413641905439
46,1,1,0.6333333333333333,0.36666666666666664,0.0,0.26666666666666666,116.91263504042551,31.574300016582384
47,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,116.98962066027455,32.42266897090486
48,1,1,0.9733333333333334,0.02666666666666667,0.0,0.9466666666666668,117.54477950586042,31.991747129112724
49,1,1,0.99,0.01,0.0,0.98,117.3109480374041,31.828523241988208
50,1,1,0.8033333333333333,0.19666666666666666,0.0,0.6066666666666667,117.61996849514122,31.795734734117843
51,1,1,0.9133333333333333,0.08666666666666667,0.0,0.8266666666666667,116.99510038350768,31.72863058239412
52,1,1,0.99,0.01,0.0,0.98,117.26935603974935,31.81100609394788
53,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,117.28274093748276,31.82627745377791
54,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,117.5327420810532,31.90407155738266
55,1,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334,117.18491440304211,31.751088464497105
56,1,1,0.8933333333333333,0.10333333333333333,0.0033333333333333335,0.79,117.25246771240792,31.82430116015285
57,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,117.35810958982036,31.86858810365994
58,1,1,0.9966666666666667,0.0,0.0033333333333333335,0.9933333333333334,117.4402156067889,31.86544400016552
59,1,1,0.8233333333333334,0.17666666666666667,0.0,0.6466666666666667,117.16703792888816,31.74632739349127
60,1,1,1.0,0.0,0.0,1.0,117.10155074467583,31.73572727313866
61,1,1,0.7466666666666667,0.04666666666666667,0.20666666666666667,0.54,117.20225188802564,31.85637101579591
62,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,117.27905784481786,31.796183891759902
63,1,1,0.97,0.03,0.0,0.94,117.27061368114714,31.916468308303507
64,1,1,1.0,0.0,0.0,1.0,117.28597487250558,31.879008560955725
65,1,1,0.99,0.01,0.0,0.98,117.3101395536484,31.93488377162796
66,1,1,1.0,0.0,0.0,1.0,117.4011388919297,32.08562107630321
67,1,1,0.66,0.33666666666666667,0.0033333333333333335,0.32333333333333336,117.22839286279353,31.782798994026525
68,1,1,0.69,0.31,0.0,0.37999999999999995,117.46285315194872,31.723150859160988
69,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,116.89781283823754,32.55786542116485
70,1,1,0.98,0.02,0.0,0.96,117.47363293535815,31.596488404100135
71,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,117.23072848253224,31.757915660656412
72,1,1,0.9966666666666667,0.0,0.0033333333333333335,0.9933333333333334,117.42701037211236,31.829331725743916
