Original_ID,B2,B3,B4,B8,B11,B12,NDVI,NDBI,MNDWI,Class,lon,lat,system:index,RF_Pred,prob_1,prob_2,prob_3,margin
18,822.0,1040.0,1118.0,2163.0,1731.0,1273.0,0.31850045919418335,-0.11093990504741669,-0.24936845898628235,1,119.10238401889094,29.264255280070415,18,1,0.9166666666666666,0.08333333333333333,0.0,0.8333333333333333
19,567.5,690.5,690.0,1285.0,1644.5,1240.5,0.3012658357620239,0.12271718680858612,-0.40856531262397766,1,119.05072979228783,29.26919596403763,19,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334
20,968.5,1175.0,1482.0,2273.0,2461.5,1935.0,0.21065247058868408,0.03981412947177887,-0.35377421975135803,1,119.0505514282457,29.2806068036334,20,1,0.92,0.08,0.0,0.8400000000000001
21,360.0,487.0,367.0,1041.0,1036.0,681.0,0.4786931872367859,-0.002407318213954568,-0.36047273874282837,1,119.15807819104849,29.282314639336864,21,1,0.85,0.13,0.02,0.72
22,630.0,732.0,702.0,1140.0,1230.0,852.0,0.23778501152992249,0.037974681705236435,-0.2538226246833801,1,119.15798900902742,29.28240382135794,22,1,0.97,0.016666666666666666,0.013333333333333334,0.9533333333333333
23,594.0,819.0,844.0,2013.0,1656.0,1206.0,0.4091704487800598,-0.09730171412229538,-0.33818182349205017,1,119.15987520877304,29.28240382135794,23,1,0.9266666666666666,0.04,0.03333333333333333,0.8866666666666666
24,1246.0,1272.0,1190.0,1261.0,1341.0,1621.0,0.02896776795387268,0.030745580792427063,-0.026406429708003998,1,119.29498151159139,29.283572105833944,24,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334
25,704.0,901.0,987.0,1674.0,1892.0,1477.0,0.2581736147403717,0.061132922768592834,-0.35481560230255127,1,119.14667181055378,29.285186300415287,25,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334
26,1059.0,1307.0,1540.0,2365.0,2346.0,2079.5,0.2112676054239273,-0.004033113829791546,-0.2844237685203552,1,119.00554572131328,29.289141523049697,26,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334
27,574.5,789.5,823.0,2078.0,1741.5,1269.5,0.4326094388961792,-0.08810053765773773,-0.376135915517807,1,119.00922893878341,29.28959189225609,27,1,0.9533333333333334,0.04666666666666667,0.0,0.9066666666666667
28,1218.0,1252.0,1408.0,2540.0,2481.0,1882.0,0.2867274582386017,-0.011750646866858006,-0.3292258381843567,1,119.11594860429554,29.290488171567826,28,1,0.9633333333333334,0.03666666666666667,0.0,0.9266666666666667
29,498.0,630.0,720.0,1162.0,1603.0,1527.0,0.2348565310239792,0.15949366986751556,-0.43573668599128723,1,119.09924035264827,29.29246355333451,29,1,0.99,0.01,0.0,0.98
30,740.0,816.0,930.0,1275.0,1589.0,1538.0,0.15646257996559143,0.10963687300682068,-0.32141372561454773,1,119.29291694780366,29.29264191737665,30,1,1.0,0.0,0.0,1.0
31,1142.0,1170.0,1174.0,1999.0,2147.0,1916.0,0.260006308555603,0.03569705784320831,-0.2945432662963867,1,119.17658346042032,29.297225873259592,31,1,0.9666666666666667,0.03333333333333333,0.0,0.9333333333333333
32,798.0,940.0,965.0,2092.0,2091.0,1437.0,0.3686620891094208,-0.00023906287970021367,-0.37974265217781067,1,119.2987539110826,29.298215793693466,32,1,0.82,0.18,0.0,0.6399999999999999
33,954.0,1082.0,1516.0,2158.0,1852.0,1491.0,0.17474143207073212,-0.07630922645330429,-0.26244035363197327,1,119.09708214773843,29.298483339756665,33,1,0.9533333333333334,0.04666666666666667,0.0,0.9066666666666667
34,1160.0,1250.0,1346.0,1512.0,1921.0,1834.0,0.05808257684111595,0.11913777887821198,-0.21160517632961273,1,119.08720077980396,29.298933708963055,34,1,1.0,0.0,0.0,1.0
35,1284.0,1378.0,1520.0,1618.0,2099.0,2006.0,0.031230082735419273,0.1294054388999939,-0.20736266672611237,1,119.0868440517197,29.299112073005197,35,1,0.99,0.01,0.0,0.98
36,639.0,753.0,733.0,1445.0,1205.0,897.0,0.32690542936325073,-0.09056603908538818,-0.2308478057384491,1,119.29255576061831,29.29965162423267,36,1,0.9866666666666667,0.0033333333333333335,0.01,0.9766666666666667
37,776.0,927.0,910.0,2210.0,1634.0,1311.0,0.4166666567325592,-0.14984391629695892,-0.27606403827667236,1,119.0816313625882,29.300280357481203,37,1,0.9066666666666666,0.09333333333333334,0.0,0.8133333333333332
38,736.0,886.0,904.0,1772.0,1620.0,1430.0,0.32436472177505493,-0.044811319559812546,-0.2928970456123352,1,119.09438885070212,29.301988193184673,38,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334
39,558.0,860.0,897.0,2069.0,1882.0,1591.0,0.3951449692249298,-0.04732979089021683,-0.3727206289768219,1,119.0964534144899,29.304320303035627,39,1,0.93,0.06333333333333334,0.006666666666666667,0.8666666666666667
40,645.0,858.0,984.0,2078.0,1784.0,1340.0,0.357282817363739,-0.07612635940313339,-0.35049206018447876,1,119.08791869507357,29.305488587511633,40,1,0.9366666666666666,0.06333333333333334,0.0,0.8733333333333333
