City,Method,OA,AA,Kappa,Class3 Recall,Class3 Precision,Class3 F1,PseudoClass3
Wuhan,Baseline,0.9117777777777778,0.9117777777777777,0.8676666666666667,0.968,0.9615894039735099,0.9647840531561461,1403
Wuhan,Margin150,0.9102222222222223,0.9102222222222224,0.8653333333333333,0.9653333333333334,0.9614873837981408,0.9634065202927479,1403
Wuhan,BAMS150,0.9104444444444444,0.9104444444444445,0.8656666666666667,0.9673333333333334,0.9615639496355202,0.964440013293453,1403
Wuhan,BAMS150 + TeacherStudent,0.9248888888888889,0.9248888888888889,0.8873333333333333,0.968,0.9628647214854111,0.9654255319148937,1403
