City,Method,OA,AA,Kappa,Class3 Recall,Class3 Precision,Class3 F1,PseudoClass3
Hefei,Baseline,0.9335555555555556,0.9335555555555555,0.9003333333333333,0.9813333333333333,0.975480450629556,0.9783981389165836,1422
Hefei,Margin150,0.9328888888888889,0.9328888888888889,0.8993333333333333,0.9813333333333333,0.975480450629556,0.9783981389165836,1422
Hefei,BAMS150,0.9308888888888889,0.930888888888889,0.8963333333333333,0.984,0.9742574257425742,0.9791044776119403,1422
Hefei,BAMS150 + TeacherStudent,0.9375555555555556,0.9375555555555556,0.9063333333333333,0.9826666666666667,0.9755129053606882,0.979076718698107,1422
