Original_ID,system:index,B11,B12,B2,B3,B4,B8,Class,MNDWI,NDBI,NDVI,lat,lon,.geo,prob_1,prob_2,margin
43,43,1996.0,1798.0,1312.0,1490.0,1552.0,1864.0,1,-0.14515203,0.03419689,0.091334894,30.5755530836983,114.32135477185432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.32135477185433,30.5755530836983]}",0.9966666666666667,0.0033333333333333335,0.9933333333333334
44,44,1984.0,1862.5,1000.0,1189.0,1620.0,1868.0,1,-0.25055152,0.030114226,0.07110092,30.659276068178237,114.4389442425456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.43894424254559,30.659276068178237]}",0.9166666666666666,0.08333333333333333,0.8333333333333333
45,45,2081.0,1834.0,1007.0,1204.0,1330.0,1748.0,1,-0.26697108,0.08696788,0.13580246,30.83238142342807,114.31228178748474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.31228178748474,30.83238142342807]}",0.99,0.01,0.98
46,46,2536.25,2215.25,1072.6666666666667,1396.5,1521.0,2801.0,1,-0.28980994,-0.049604196,0.29615918,30.34100296301469,114.0911165645345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.0911165645345,30.34100296301469]}",0.88,0.12,0.76
47,47,1920.5,1849.5833333333337,945.0,859.5,869.0,1148.5,1,-0.38165468,0.25154772,0.1385378,30.471528173797257,114.14726126979195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.14726126979197,30.471528173797257]}",0.9866666666666667,0.013333333333333334,0.9733333333333334
48,48,2755.5,2387.5,1657.0,1412.0,1228.0,2551.0,1,-0.32237554,0.038537644,0.35009262,30.13573792059338,114.51314508501386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.51314508501386,30.13573792059338]}",0.98,0.02,0.96
49,49,1990.0,1696.0,1614.0,1824.0,1958.0,2434.0,1,-0.04352386,-0.10036166,0.10837887,30.480960484280512,114.47128359277389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.47128359277389,30.480960484280512]}",0.97,0.03,0.94
50,50,2087.0,1655.5,1106.0,1259.0,1292.0,2088.5,1,-0.24745965,-0.00035923842,0.23561603,31.037826128906204,114.33267354443424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.33267354443424,31.037826128906204]}",0.9866666666666667,0.013333333333333334,0.9733333333333334
51,51,2509.0,2051.0,1118.0,1466.0,1696.0,2744.0,1,-0.26238993,-0.04473634,0.23603603,30.885831182833183,114.67340453170078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.67340453170078,30.885831182833183]}",0.9066666666666666,0.09333333333333334,0.8133333333333332
52,52,1847.0,1495.0,850.0,968.0,1042.0,1632.0,1,-0.31225577,0.061799366,0.22064324,30.470719690041552,114.45834785268256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.45834785268256,30.470719690041552]}",0.9833333333333333,0.016666666666666666,0.9666666666666666
