PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
38,9875,120.23758642417829,30.436200678038112,2,0.22666666666666663,0.07795684577229244,2,0.38333333333333336,0.61,0.006666666666666667,BAMS150
39,9917,120.19895723175226,30.45668132917659,2,0.26,0.16376184241744227,2,0.37,0.63,0.0,BAMS150
40,438,119.51677719798978,29.62430093552985,1,0.24666666666666665,0.12504147312738834,1,0.6233333333333333,0.37666666666666665,0.0,BAMS150
41,8387,119.86379336017103,30.08082816048269,2,0.34,0.3705757490530112,2,0.33,0.67,0.0,BAMS150
42,9299,120.08558904656945,30.27522267090766,2,0.24000000000000005,0.07804833935286117,2,0.37666666666666665,0.6166666666666667,0.006666666666666667,BAMS150
43,10510,119.23281718380531,29.476258780555444,3,0.3133333333333333,0.2677697189696553,3,0.31,0.06666666666666667,0.6233333333333333,BAMS150
44,6444,119.1606823060637,29.659246910485706,2,0.26666666666666666,0.13740652484334742,2,0.36666666666666664,0.6333333333333333,0.0,BAMS150
45,9811,120.1305947535019,30.410957706974557,2,0.38666666666666666,0.4494049643200537,2,0.2966666666666667,0.6833333333333333,0.02,BAMS150
46,9111,120.05756359644852,30.22904867949923,2,0.26666666666666666,0.1330898204838903,2,0.36666666666666664,0.6333333333333333,0.0,BAMS150
47,7148,119.75464794368585,29.823101037795624,2,0.25333333333333335,0.09527577880734588,2,0.37333333333333335,0.6266666666666667,0.0,BAMS150
48,9980,120.22123490061527,30.5124646833552,2,0.2533333333333333,0.08431276007145141,2,0.3566666666666667,0.61,0.03333333333333333,BAMS150
49,6042,119.44284530252365,29.554591808761327,2,0.3333333333333333,0.2936460608408057,2,0.3333333333333333,0.6666666666666666,0.0,BAMS150
50,8584,120.27630033952427,30.121428275574313,2,0.24,0.04795672457526052,2,0.3566666666666667,0.5966666666666667,0.04666666666666667,BAMS150
51,9637,119.97545370965038,30.3579568318533,2,0.2733333333333334,0.13208946334635435,2,0.36333333333333334,0.6366666666666667,0.0,BAMS150
52,8055,119.98192386527892,30.006173890645897,2,0.25333333333333335,0.07359714976207206,2,0.37333333333333335,0.6266666666666667,0.0,BAMS150
53,6251,119.1327460379639,29.609840070813522,2,0.2966666666666667,0.18667933592220964,2,0.3333333333333333,0.63,0.03666666666666667,BAMS150
54,8717,119.7630934810811,30.149275361653086,2,0.32,0.24759792247249982,2,0.34,0.66,0.0,BAMS150
55,8466,120.0486676898469,30.096278945632882,2,0.25333333333333335,0.06450965069049139,2,0.37333333333333335,0.6266666666666667,0.0,BAMS150
56,5568,118.84124122479696,29.442213544012375,2,0.25333333333333335,0.06251357267447369,2,0.0,0.6266666666666667,0.37333333333333335,BAMS150
57,13655,119.59699642594127,29.865859357797117,3,0.30000000000000004,0.18102442114719475,3,0.35,0.0,0.65,BAMS150
58,8220,120.24836407142446,30.038154563401214,2,0.2933333333333333,0.15850666669770896,2,0.35333333333333333,0.6466666666666666,0.0,BAMS150
59,8838,119.36711638933298,30.174701155859832,2,0.2733333333333334,0.10557777597009955,2,0.36333333333333334,0.6366666666666667,0.0,BAMS150
60,12575,119.10975045383125,29.597082582699613,3,0.36000000000000004,0.3335079502460352,3,0.31,0.02,0.67,BAMS150
61,9405,120.16437244398173,30.300733188034428,2,0.30000000000000004,0.17353813107883417,2,0.35,0.65,0.0,BAMS150
62,6443,119.33918012123314,29.658885723300372,2,0.32333333333333336,0.2346216046824591,2,0.33666666666666667,0.66,0.0033333333333333335,BAMS150
63,12060,119.17972712666298,29.554235080677042,3,0.31333333333333335,0.2082098132906679,3,0.33666666666666667,0.013333333333333334,0.65,BAMS150
64,4475,119.83837202506537,30.40404164124066,1,0.2733333333333334,0.10241247704197638,1,0.6366666666666667,0.36333333333333334,0.0,BAMS150
65,8033,120.28905782763817,30.002762678340016,2,0.26,0.06653280353911331,2,0.37,0.63,0.0,BAMS150
66,6002,119.36496264352415,29.545160810033288,2,0.2866666666666666,0.13574084603628167,2,0.3566666666666667,0.6433333333333333,0.0,BAMS150
67,9152,120.2897757429078,30.238390496206197,2,0.2933333333333333,0.14258280918410202,2,0.35333333333333333,0.6466666666666666,0.0,BAMS150
68,8862,118.96116874762937,30.179552657805978,2,0.28,0.10355112252957947,2,0.36,0.64,0.0,BAMS150
69,13727,119.54156979984695,29.90502364234953,3,0.32999999999999996,0.23474800345335403,3,0.32666666666666666,0.016666666666666666,0.6566666666666666,BAMS150
