system:index,Original_ID,B11_mean,B11_stdDev,B12_mean,B12_stdDev,B2_mean,B2_stdDev,B3_mean,B3_stdDev,B4_mean,B4_stdDev,B8_mean,B8_stdDev,Class,MNDWI_mean,MNDWI_stdDev,NDBI_mean,NDBI_stdDev,NDVI_mean,NDVI_stdDev,.geo
00000000000000000b7f_0,2943,2203.111111111111,92.11791289723796,2015.166666666666,72.44998274671983,1120.6111111111109,198.59699250517033,1379.8888888888885,213.61618979658303,1724.555555555555,224.27518370228023,2038.9999999999995,210.8658077756773,1,-0.23376091,0.0512726457615154,0.04066771,0.04001909136095,0.08473484,0.0204657331917839,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8_0,1256,1217.111111111111,148.21264336864414,1270.333333333333,164.29445111344043,1043.5555555555552,137.73332616256113,1107.6666666666663,113.57034041607088,1088.1111111111109,99.04482088029532,1164.222222222222,116.3307332830533,1,-0.0461153,0.0589128692154928,0.021187443,0.0406855269626403,0.033357695,0.0302993694501431,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c0_0,1728,1915.9999999999995,21.076579946049648,1754.7777777777774,67.32306485691542,1081.3333333333333,100.62471532050829,1233.5555555555554,97.77424236032606,1344.6666666666663,130.92491486853575,1858.555555555555,150.39363987077522,1,-0.2178452,0.033363418592959,0.016736913,0.0415157008109575,0.1602627,0.0720179356654712,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000902_0,2306,2388.6666666666665,112.66568046905655,2092.9999999999995,131.52186130069785,1057.7777777777776,145.87496760184575,1214.222222222222,150.9302839634379,1394.2222222222222,169.14016395205618,1931.333333333333,64.42739238001867,1,-0.32838044,0.036844806029652,0.10553027,0.0254560137331259,0.16412728,0.0591736209616323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a04_0,2564,2227.7222222222217,121.057403993841,1992.8888888888885,142.16633016329385,974.3888888888886,136.95412406629214,1095.8888888888887,160.36049281017097,1259.0555555555554,223.83109262274385,1967.1111111111104,230.8011142108884,1,-0.3436685,0.0453473063922784,0.06474896,0.0440070325643886,0.22293454,0.0361893698174968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bed_0,3053,2137.666666666666,86.0116271209887,1922.222222222222,162.19383313237554,1053.6666666666663,230.4170132607399,1206.5555555555552,204.0605090604859,1292.444444444444,200.1505606127053,1967.444444444444,282.2792593282648,1,-0.2829314,0.0668126800005724,0.046116684,0.0590174594350226,0.2056361,0.0860075787423094,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000edd_0,3805,2155.8888888888887,218.09131341631704,2175.333333333333,281.04191067446783,975.9999999999995,94.06144563823987,1130.722222222222,105.17554402867827,1208.5555555555554,108.4651619554623,1602.666666666666,185.5253801145996,1,-0.31141976,0.0190014515270923,0.14798942,0.0217410193728736,0.1387111,0.0166858230970319,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f0d_0,3853,2061.4999999999995,183.964368530672,1792.0555555555552,207.1918655155232,913.1666666666664,136.46652011065245,1133.222222222222,166.02913250242025,1191.3333333333333,201.67685924655697,2203.055555555555,189.0221098831868,1,-0.2929001,0.0582590697745675,-0.03318834,0.0425871027106287,0.30249932,0.0429074361801521,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf9_0,3321,1519.313131313131,6.392531001556434,1260.5531135531137,1.1862817061917657,1015.2074555074552,55.17460348577437,1115.4657579940183,59.92516927002937,1189.6494468494463,53.01529454775504,1380.2458359139514,58.28476804618796,1,-0.15389824,0.0254110829399293,0.04838262,0.019766565404326,0.07421809,0.0084930408111471,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c8_0,1480,1849.3333333333328,229.8150222340664,1677.4999999999995,252.70338343599596,1147.4999999999995,136.965121269776,1345.2222222222215,186.0876602140794,1587.999999999999,225.14341108625752,1950.999999999999,254.98474899927297,1,-0.1581837,0.0514315642828244,-0.02638865,0.0485583132121456,0.10331687,0.0129661301208069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a40_0,2624,1832.6666666666656,67.74543855083118,1796.8888888888882,109.65419832307585,1052.3333333333333,86.04359360231301,1219.7777777777771,91.98402974644624,1327.7777777777774,131.14349882457256,1658.833333333333,189.92352262014424,1,-0.20164166,0.0315856428988688,0.052462194,0.0528835458222609,0.11008648,0.0310061643142522,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001119_0,4377,1105.6666666666663,220.3264763319183,1062.6796296296295,286.4993031876751,841.2546296296293,216.5308819929688,967.7314814814812,244.23871322904665,996.1111111111107,276.7507792710988,1263.319444444444,296.4439928469821,1,-0.073510624,0.046391125072231,-0.06163297,0.0492020594585199,0.12492175,0.0451378364608694,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bbd_0,3005,1692.6919191919187,41.69268280232434,1556.3539241622568,41.49779204377041,1040.369444444444,50.552686613419176,1193.1075837742503,46.11500192449107,1262.3960678210676,47.42901188892656,1451.920670995671,66.83866820920957,1,-0.1732855,0.0163591298583871,0.07691222,0.0184514424238238,0.06961097,0.0223855726374725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf_0,207,2180.333333333333,73.36665909435067,1715.2222222222215,55.3369030530822,1079.1111111111109,154.97701940355475,1378.3333333333328,178.34423642682336,1535.333333333333,132.29260498354898,2297.7777777777774,166.0420146146257,1,-0.22808333,0.0679788723949297,-0.025168486,0.0274829615790685,0.1989255,0.0527377514529234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309_0,777,1605.8888888888887,162.01402164589473,1251.8888888888885,218.63843539528605,821.7777777777775,328.7392677683023,937.6666666666664,384.216663413294,1013.5555555555552,390.5762441177597,1314.1111111111106,581.9935937876605,1,-0.2950615,0.18053402854715,0.14486095,0.196208193654728,0.116628416,0.0575753594425599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000375_0,885,2067.7777777777774,19.106588612169723,1898.1111111111104,131.41152024963753,983.7777777777776,128.3006692437538,1195.444444444444,137.65424569560022,1283.7777777777774,194.74072665286016,1898.9999999999995,166.6059889546458,1,-0.2696063,0.0537109579141908,0.044382922,0.0481176211186324,0.19608837,0.0663486298618464,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9_0,2249,1749.666666666666,103.64469220477343,1479.1111111111106,188.5054932559108,961.222222222222,149.78931706290967,1131.5555555555554,174.84412811359277,1178.222222222222,173.08814567392983,1797.666666666666,49.88876515698588,1,-0.21998183,0.0585883428794857,-0.014227105,0.0409649566108717,0.21209832,0.083360830915143,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bb9_0,3001,2640.777777777777,152.4725132079558,2199.1111111111104,73.58773213646118,1111.4074074074072,68.72054300971556,1412.9555555555553,64.70895715279447,1566.999999999999,70.05156830665693,2686.1481481481474,91.12142368617924,1,-0.30194557,0.0445628800412448,-0.009075686,0.0172345676494198,0.26306945,0.0301690733428434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e31_0,3633,1349.2222222222215,281.6744684433425,1162.0555555555552,281.8095736529707,980.5555555555552,228.139387758698,1092.8888888888887,287.5615661401703,1140.222222222222,334.573535440692,1438.333333333333,490.61067388850535,1,-0.11112949,0.0646771573785086,-0.0126247965,0.1219304350816538,0.10695412,0.0615288976833627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e3b_0,3643,1523.2222222222222,96.3642139406279,1393.1111111111109,77.78452351699109,1033.444444444444,161.74799405323978,1178.9999999999998,170.02205739256303,1324.6666666666663,172.18981773999684,1705.1666666666663,176.29835822012384,1,-0.13103722,0.0427118129798675,-0.054544836,0.0307151248477664,0.12649952,0.0461602646959091,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001156_0,4438,2198.166666666666,481.8700262749513,1816.1111111111104,512.9729133945993,990.444444444444,285.7432262679636,1051.833333333333,222.4909486298762,1124.9999999999998,277.30929382991195,2383.7222222222213,286.88732893972934,1,-0.35024932,0.0530339719312657,-0.049550608,0.0969894841441786,0.36707038,0.0800373197032173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f2c_0,3884,1986.944444444444,105.4438883020116,1685.944444444444,94.27720486960185,877.833333333333,231.4093294959773,1124.7222222222222,307.17214781789994,1293.8888888888885,324.594343226004,2073.8888888888887,468.2176475017774,1,-0.29147938,0.1271855489767484,-0.007963383,0.1093445009799348,0.23517707,0.0584767100092571,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9_0,249,1176.222222222222,155.1907627389795,1057.222222222222,120.35390200735124,861.7777777777774,268.7509287954092,970.6666666666664,318.2689289125018,1032.8888888888885,296.51173649038435,1306.6666666666663,425.4511331124488,1,-0.12136196,0.1644955218520601,-0.024075404,0.1573405634176364,0.10925427,0.0462200683815934,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109_0,265,2436.4999999999995,144.43683740652867,2201.666666666666,221.13130840194376,1107.1666666666663,60.79382278561605,1303.1111111111109,74.75507332385025,1521.1111111111109,165.45589841703307,2169.7222222222217,130.40068828872214,1,-0.3026926,0.0311281162748631,0.057886064,0.0253437730336136,0.17743476,0.0277465138280587,"{""type"":""MultiPoint"",""coordinates"":[]}"
