Original_ID,Class,RF_Pred,prob_1,prob_2,prob_3,margin,lon,lat
0,1,1,0.9933333333333333,0.0033333333333333335,0.0033333333333333335,0.99,113.03676391556344,28.177410601212824
1,1,1,0.99,0.01,0.0,0.98,112.71660434830322,28.40863695534519
2,1,1,0.9733333333333334,0.02666666666666667,0.0,0.9466666666666668,113.2396035067176,27.995322093121796
3,1,1,0.9566666666666667,0.04,0.0033333333333333335,0.9166666666666666,112.6885769114387,28.18028521012201
4,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,113.30994159346416,28.276225282465973
5,1,1,0.9566666666666667,0.023333333333333334,0.02,0.9333333333333333,112.98735657493684,28.091441828522587
6,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,113.38791536012576,28.394623236912924
7,1,1,0.9633333333333334,0.03666666666666667,0.0,0.9266666666666667,112.74166734473016,28.333897123706446
8,1,1,0.92,0.08,0.0,0.8400000000000001,113.90579412142064,28.361565234457327
9,1,1,0.9633333333333334,0.03666666666666667,0.0,0.9266666666666667,112.7568488730318,28.379801034724952
10,1,1,0.9866666666666667,0.0,0.013333333333333334,0.9733333333333334,112.66531054558,28.373602659264527
11,1,1,0.93,0.06,0.01,0.8700000000000001,112.98600910201068,28.351414271746776
12,1,1,0.8933333333333333,0.06,0.04666666666666667,0.8333333333333333,112.9126167432981,28.23229766507253
13,1,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334,113.67007619086768,27.947262225421404
14,1,1,0.9933333333333333,0.0033333333333333335,0.0033333333333333335,0.99,113.8370730021855,28.187471732394965
15,1,1,0.9433333333333334,0.05,0.006666666666666667,0.8933333333333333,113.04466909006368,28.188819205321145
16,1,1,0.7466666666666667,0.25333333333333335,0.0,0.49333333333333335,112.51969363802422,28.265714993641772
17,1,1,0.88,0.12,0.0,0.76,113.27885988463365,28.56233870045804
18,1,1,0.9533333333333334,0.043333333333333335,0.0033333333333333335,0.91,112.47648467285808,28.2553843678744
19,1,1,1.0,0.0,0.0,1.0,112.99472276026664,28.14920350129147
20,1,1,0.93,0.07,0.0,0.8600000000000001,112.96283256768038,28.020474921077145
21,1,1,0.5966666666666667,0.013333333333333334,0.39,0.20666666666666667,112.8855774532461,28.218912767339145
22,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,113.35566584142585,27.998825522729863
23,1,1,0.7833333333333333,0.20333333333333334,0.013333333333333334,0.58,113.15650934293656,28.0885672196134
24,1,1,0.9466666666666667,0.043333333333333335,0.01,0.9033333333333333,113.11878010100354,28.13204567936479
25,1,1,0.9933333333333333,0.0,0.006666666666666667,0.9866666666666666,112.92555248338942,28.223134849174507
26,1,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334,112.89716572041124,28.228794235464463
27,1,1,0.9766666666666667,0.023333333333333334,0.0,0.9533333333333334,113.39321542030204,28.228434909350813
28,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,113.0231993547732,28.067456810436596
29,1,1,0.98,0.01,0.01,0.97,112.64698491378395,27.962084427609376
30,1,1,0.9866666666666667,0.013333333333333334,0.0,0.9733333333333334,113.64222841705998,28.160073116229317
31,1,1,0.9933333333333333,0.0,0.006666666666666667,0.9866666666666666,113.0125094028922,28.218014452055023
32,1,1,0.98,0.02,0.0,0.96,113.0156535063866,28.292844115222184
33,1,1,0.99,0.006666666666666667,0.0033333333333333335,0.9833333333333333,113.53649670811912,28.46999188925055
34,1,1,0.7533333333333333,0.19,0.056666666666666664,0.5633333333333332,113.10314941505986,28.295539061074543
35,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,113.34811999303923,28.17803942191171
36,1,1,0.9766666666666667,0.02,0.0033333333333333335,0.9566666666666667,112.7149873807918,27.983105005257773
37,1,1,1.0,0.0,0.0,1.0,113.13989051018034,28.24029267110119
38,1,1,0.8633333333333333,0.04,0.09666666666666666,0.7666666666666666,112.90039965543409,28.203551575980704
39,1,1,0.95,0.05,0.0,0.8999999999999999,112.39087522628148,28.2553843678744
40,1,1,0.9933333333333333,0.0033333333333333335,0.0033333333333333335,0.99,112.919354107929,28.23472311633965
41,1,1,0.99,0.01,0.0,0.98,113.31497215905524,28.01292907269054
42,1,1,0.88,0.04666666666666667,0.07333333333333333,0.8066666666666666,112.97001908995334,28.29832383845531
43,1,1,0.9966666666666667,0.0033333333333333335,0.0,0.9933333333333334,112.78990687548738,28.253048748135686
44,1,1,0.9,0.09666666666666666,0.0033333333333333335,0.8033333333333333,112.9900515207892,28.227536594066695
45,1,1,0.9833333333333333,0.016666666666666666,0.0,0.9666666666666666,113.59327023407546,28.15198827867224
46,1,1,0.8966666666666666,0.10333333333333333,0.0,0.7933333333333332,113.2890108473442,28.10141312817631
47,1,1,0.98,0.013333333333333334,0.006666666666666667,0.9666666666666667,113.59623467451306,28.16384604042262
48,1,1,0.6866666666666666,0.013333333333333334,0.3,0.38666666666666666,112.9508849744016,28.24478424752179
49,1,1,0.98,0.02,0.0,0.96,112.47684399897172,28.195466738423622
50,1,1,0.9533333333333334,0.04666666666666667,0.0,0.9066666666666667,112.53406668257014,28.234992610924884
51,1,1,0.99,0.01,0.0,0.98,113.21579815168845,28.193670107855382
52,1,1,0.9933333333333333,0.006666666666666667,0.0,0.9866666666666666,112.93228984802032,28.3223088565413
53,1,1,0.9933333333333333,0.0,0.006666666666666667,0.9866666666666666,112.9883447217494,28.026403801952338
