method,WC_OA_mean,WC_OA_std,WC_BE_mean,Human_OA_mean,Human_OA_std,Human_BE_mean,n_corrected_mean
B0_baseline,0.9292600507925961,0.021861644008554827,230.43333333333334,0.39711111111111114,0.06645214527575226,70.26666666666667,0.0
B1_local_oracle,0.9275885638460586,0.020942733845173932,239.23333333333332,0.4335555555555555,0.08338588381382375,65.3,57.7
B2_loco_gated,0.9268583686544144,0.02195672982942762,242.0,0.42133333333333334,0.06525869534405097,66.96666666666667,83.66666666666667
B3_loco_ungated,0.9219055154632128,0.023199339100159724,265.1,0.45422222222222225,0.06474786544112963,62.5,167.4
B4_random_flip,0.9285049691406219,0.021916226752813142,232.93333333333334,0.39799999999999996,0.06588391044232586,70.13333333333334,83.66666666666667
