PointID,Original_ID,lon,lat,Class,margin,RF_Pred,prob_1,prob_2,prob_3
1,8037,118.88587439352244,31.281718728544657,2,0.14666666666666667,2,0.0,0.5733333333333334,0.4266666666666667
2,5515,118.81382950773606,31.778127754549104,2,0.15333333333333332,2,0.42333333333333334,0.5766666666666667,0.0
3,5775,118.56310971193832,31.826007959192673,2,0.15333333333333332,2,0.42333333333333334,0.5766666666666667,0.0
4,759,118.92890369563176,31.941171978616797,1,0.17333333333333334,1,0.5866666666666667,0.41333333333333333,0.0
5,4684,118.60524069876352,32.22216499948938,1,0.17333333333333334,1,0.5866666666666667,0.41333333333333333,0.0
6,9434,118.90222373169344,31.394008139059594,2,0.17333333333333334,2,0.41333333333333333,0.5866666666666667,0.0
7,9131,119.00472150561146,32.29582685278718,2,0.1833333333333333,2,0.4066666666666667,0.59,0.0033333333333333335
8,2862,118.92647824436465,31.74893250781522,1,0.1866666666666667,1,0.5933333333333334,0.4066666666666667,0.0
9,7582,118.86242836460691,31.36939430027472,2,0.1966666666666667,2,0.01,0.5933333333333334,0.39666666666666667
10,8855,119.05574581374944,31.66368238735227,2,0.20666666666666672,2,0.39666666666666667,0.6033333333333334,0.0
11,6212,118.95558365957012,31.429401761253903,2,0.21333333333333337,2,0.0,0.6066666666666667,0.3933333333333333
12,3628,118.69686885774372,32.50145122132214,1,0.21999999999999997,1,0.61,0.39,0.0
13,4831,118.9012355848809,32.342000258390925,1,0.21999999999999997,1,0.61,0.39,0.0
14,5863,118.86844707701052,31.3564585601834,2,0.21999999999999997,2,0.39,0.61,0.0
15,14580,118.86835724548212,31.427694962214076,3,0.21999999999999997,3,0.37,0.04,0.59
16,9351,118.84131795543011,32.09388557691712,2,0.22333333333333333,2,0.37666666666666665,0.6,0.023333333333333334
17,6134,118.92360363545546,32.07493112442219,2,0.22666666666666663,2,0.38666666666666666,0.6133333333333333,0.0
18,6972,118.55295874922776,31.81100609394788,2,0.22666666666666663,2,0.38666666666666666,0.6133333333333333,0.0
19,9299,118.756247498024,32.16943389231157,2,0.22666666666666663,2,0.38666666666666666,0.6133333333333333,0.0
