City,Method,OA,AA,Kappa,Class3 Recall,Class3 Precision,Class3 F1,PseudoClass3
Nanchang,Baseline,0.9144444444444444,0.9144444444444444,0.8716666666666667,0.9546666666666667,0.926261319534282,0.9402495075508864,1327
Nanchang,Margin150,0.912,0.9119999999999999,0.868,0.954,0.9238218205293738,0.938668415874057,1327
Nanchang,BAMS150,0.9142222222222223,0.9142222222222222,0.8713333333333333,0.954,0.925614489003881,0.9395929087327642,1327
Nanchang,BAMS150 + TeacherStudent,0.9253333333333333,0.9253333333333332,0.888,0.978,0.9151590767311292,0.9455365775056397,1327
