Original_ID,system:index,B11,B12,B2,B3,B4,B8,Class,MNDWI,NDBI,NDVI,lat,lon,.geo
7775,7775,1855.0,833.5,367.0,522.5,392.5,2163.0,2,-0.56046265,-0.07665505,0.6928194,31.91979207485475,117.708452550627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.70845255062699,31.91979207485475]}"
7776,7776,2346.5,1702.0,776.5,976.0,1132.0,2562.0,2,-0.4124906,-0.043903433,0.38711423,32.367242917874684,117.19856879536076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.19856879536076,32.367242917874684]}"
7777,7777,1965.5,1252.5,537.5,658.0,635.5,1852.0,2,-0.49838004,0.029731499,0.48904523,32.07843455403026,117.23836416244724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.23836416244724,32.07843455403026]}"
7778,7778,1624.0,954.0,662.0,917.5,932.0,2394.0,2,-0.27798545,-0.19163764,0.43956706,32.09729917499677,117.0802606724422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.08026067244221,32.09729917499677]}"
7779,7779,465.5,345.0,701.0,876.0,668.5,637.5,2,0.30600074,-0.15593836,-0.0237366,32.01663046248284,117.44973774880056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.44973774880057,32.01663046248284]}"
7780,7780,1926.0,1218.5,571.0,826.0,820.5,2688.0,2,-0.3997093,-0.16514954,0.5322788,32.53055663652761,117.14440038372834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.14440038372834,32.53055663652761]}"
7781,7781,2168.5,1554.0,797.5,1076.0,1214.0,2682.5,2,-0.3367237,-0.10595754,0.37687668,32.16925422925474,117.44030543831732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.44030543831731,32.16925422925474]}"
7782,7782,837.0,482.0,512.0,670.0,516.0,1109.5,2,-0.11081619,-0.13999486,0.3651184,31.98222498710106,117.70997968661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.70997968661,31.98222498710106]}"
7783,7783,2061.0,1275.0,596.0,755.0,739.0,2296.0,2,-0.4637784,-0.053936195,0.51301485,31.724498332087165,117.47075832644896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.47075832644897,31.724498332087165]}"
7784,7784,2400.0,1664.0,839.0,1212.0,1442.0,2750.0,2,-0.32890365,-0.067961164,0.3120229,31.583283169423577,117.24267607581102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.24267607581102,31.583283169423577]}"
7785,7785,1014.0,702.0,476.0,599.0,501.5,1003.5,2,-0.25728455,0.005204461,0.3335548,31.929044722281184,117.5836765576628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.5836765576628,31.929044722281184]}"
7786,7786,2013.0,1343.0,608.0,843.0,937.0,2618.0,2,-0.40966386,-0.13064133,0.47285512,31.872181364796415,116.90158576243084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.90158576243084,31.872181364796415]}"
7787,7787,1401.0,912.5,578.3333333333334,803.2857142857143,805.5,1912.0,2,-0.27116007,-0.15424088,0.40717572,31.976206274697457,117.059060431737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.059060431737,31.976206274697457]}"
7788,7788,2750.0,2152.25,874.0,1146.0,1403.0,2613.5,2,-0.4117043,0.0254498,0.3013818,32.13978948793562,117.00902427041152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.00902427041153,32.13978948793562]}"
7789,7789,2120.0,1703.0,954.0,1208.0,1316.0,2422.0,2,-0.27403846,-0.06649053,0.29588014,31.89221379563228,116.76342487173324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76342487173325,31.89221379563228]}"
7790,7790,2152.0,1381.0,805.5,1085.0,1152.0,2625.0,2,-0.3296262,-0.09901612,0.38999206,32.13116566120807,117.82307758088064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.82307758088065,32.13116566120807]}"
7791,7791,2371.0,1640.5,771.0,1014.0,1204.0,2386.5,2,-0.40088627,-0.0032580136,0.32934132,31.99803533610156,117.60820056491926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.60820056491926,31.998035336101562]}"
7792,7792,2518.25,1815.0,653.5714285714286,942.2,1106.0,2512.0,2,-0.45544654,0.001242483,0.38861248,31.5654066952696,116.94299809702876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94299809702875,31.5654066952696]}"
7793,7793,2012.5,1445.0,740.0,1030.0,1105.0,2414.5,2,-0.32292524,-0.09080642,0.3720699,31.804987381544276,117.11277968572732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.11277968572733,31.804987381544276]}"
7794,7794,540.5,389.0,556.0,733.0,519.0,505.0,2,0.15115823,0.033955045,-0.013671875,31.939285516520144,117.627334680471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.627334680471,31.939285516520144]}"
7795,7795,1540.0,950.5,516.5,708.0,629.0,2479.5,2,-0.37010676,-0.23373555,0.5953032,32.263307839502055,117.1086474354204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.1086474354204,32.263307839502055]}"
7796,7796,2197.5,1484.5,741.5,949.5,1037.0,2469.0,2,-0.39656815,-0.05818065,0.40844268,32.35646313446525,117.19335856671286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.19335856671286,32.35646313446525]}"
7797,7797,2277.5,1634.0,633.5,873.0,986.0,2217.0,2,-0.44580224,0.013460897,0.3843272,32.09065164189428,117.19506536575268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.19506536575268,32.09065164189428]}"
7798,7798,2343.5,1745.0,901.5,1150.0,1281.0,2171.5,2,-0.34163445,0.03809524,0.25792903,31.75423256799152,117.47578889204004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.47578889204004,31.754232567991522]}"
7799,7799,2257.0,1345.5,578.0,791.0,794.0,2636.0,2,-0.48097113,-0.07745759,0.5370262,32.020403386676136,117.295227519932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.29522751993201,32.020403386676136]}"
7800,7800,2105.5,1381.0,668.5,942.0,956.5,2621.0,2,-0.38178834,-0.109065905,0.46526903,31.830679198670097,116.8058253531437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.8058253531437,31.830679198670094]}"
7801,7801,2782.5,1927.0,848.0,1101.0,1297.0,2417.0,2,-0.43298572,0.07029522,0.30156165,32.13826235195262,117.3327770988082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.33277709880821,32.13826235195262]}"
7802,7802,2176.5,1318.0,691.5,919.5,1015.0,3122.5,2,-0.40600777,-0.17852426,0.50936556,32.15892360348737,117.67359791760316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.67359791760316,32.15892360348737]}"
7803,7803,1470.0,867.0,531.0,725.0,493.0,1512.0,2,-0.33940774,-0.014084507,0.50822943,31.749740991570924,117.1807821527352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.18078215273519,31.749740991570924]}"
7804,7804,2906.0,1959.5,737.5,1065.0,1233.0,3259.0,2,-0.4636112,-0.057258718,0.45102406,31.812173903817232,116.91362318723804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.91362318723804,31.812173903817232]}"
7805,7805,2166.0,1387.5,644.0,846.0,884.5,2417.5,2,-0.43824703,-0.054870732,0.4642641,31.901107116945063,117.49977391012602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.49977391012602,31.901107116945063]}"
7806,7806,1966.3333333333333,1230.8333333333333,495.4,622.8888888888889,726.4,3086.4,2,-0.5188602,-0.2216754,0.6189677,31.720635576365453,117.07747589506144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.07747589506144,31.720635576365453]}"
7807,7807,2520.5,1903.0,650.5,905.0,1071.0,2651.0,2,-0.47160998,-0.025234459,0.42450297,32.04959863341002,117.17593125020096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.17593125020095,32.04959863341002]}"
7808,7808,2017.0,1477.0,1004.0,1275.0,1389.0,2733.0,2,-0.22539489,-0.15073684,0.32605532,31.58822390348623,117.15419202032524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.15419202032525,31.588223903486234]}"
7809,7809,2469.0,1820.0,850.0,1158.0,1326.0,2532.0,2,-0.36145574,-0.012597481,0.31259722,32.06316319420023,117.2538151853341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.2538151853341,32.06316319420023]}"
7810,7810,2068.0,1219.0,379.0,650.0,539.0,2522.0,2,-0.5217071,-0.098910674,0.6478275,31.871732207154356,116.93670989003992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.93670989003991,31.871732207154356]}"
7811,7811,1834.5,1239.5,553.0,745.5,628.0,2283.0,2,-0.42209303,-0.10892532,0.5685331,31.905778356422488,117.2951376884036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.2951376884036,31.905778356422488]}"
7812,7812,2118.0,1512.0,532.0,724.0,836.0,1934.0,2,-0.49049965,0.045409676,0.3963899,31.920870053195696,116.91380285029486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.91380285029486,31.920870053195696]}"
7813,7813,1983.0,1222.0,488.0,683.0,724.0,2238.0,2,-0.4876219,-0.060412224,0.5111411,31.834362291334983,116.96949839791029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.96949839791027,31.834362291334983]}"
7814,7814,2643.0,2091.0,814.0,1286.0,1634.0,2420.0,2,-0.3453805,0.04404503,0.19388258,31.8622998966711,116.93302679737502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.93302679737502,31.8622998966711]}"
7815,7815,2103.0,1374.5,435.8,647.8333333333334,711.3,2313.0,2,-0.5289912,-0.047554348,0.52961016,31.897603687337,117.06759442693613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.06759442693613,31.897603687337]}"
7816,7816,757.5,486.0,606.0,761.0,714.5,1096.0,2,0.0023049063,-0.18262745,0.21071528,32.24174827268319,117.26827806140842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.26827806140842,32.24174827268319]}"
7817,7817,2142.0,1485.5,580.5,847.5,794.5,2779.5,2,-0.43301556,-0.12953368,0.55540013,31.67491132840377,116.89287210417488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.89287210417488,31.67491132840377]}"
7818,7818,1558.0,834.7142857142857,422.5,660.2,491.5,2676.3333333333335,2,-0.4047426,-0.26411083,0.6896933,31.875864457461308,117.00219707425222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.00219707425222,31.875864457461308]}"
7819,7819,1959.5,1205.5,519.5,763.0,650.0,2596.0,2,-0.43948576,-0.13972121,0.5995071,31.769593759349966,117.25013209266922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.25013209266922,31.769593759349966]}"
7820,7820,2186.0,1723.0,745.5,1014.5,1244.0,2238.0,2,-0.36603656,-0.011754069,0.28546813,32.26582312229759,117.31229551033027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.31229551033029,32.26582312229759]}"
7821,7821,2243.0,1539.0,713.0,944.0,1085.0,2386.0,2,-0.40759334,-0.0308922,0.37481993,32.43228094444494,117.29450886770472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.29450886770472,32.43228094444494]}"
7822,7822,2052.0,1525.5,1062.0,1276.0,1264.0,2767.0,2,-0.23317307,-0.14837103,0.37286034,32.37802270128412,117.22111650899215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22111650899215,32.37802270128412]}"
7823,7823,1643.5,1029.5,523.0,729.0,787.5,2222.5,2,-0.38545838,-0.1497672,0.47674417,32.170332207595685,117.64736711130686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.64736711130686,32.170332207595685]}"
