PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
94,7918,116.76989274177892,31.889159523666276,2,0.5,1040.1749200875195,2,0.25,0.75,0.0,BAMS150
95,4487,117.3770640423153,31.916019150661448,1,0.37999999999999995,1039.9056484417636,1,0.69,0.31,0.0,BAMS150
96,4572,117.19533486033792,32.3282560345439,1,0.41333333333333333,1035.5007957353148,1,0.7066666666666667,0.29333333333333333,0.0,BAMS150
97,7643,117.2318962924016,32.174374626374224,2,0.24,1035.3226889036616,2,0.38,0.62,0.0,BAMS150
98,5579,117.05591632824256,32.04402907864848,2,0.48666666666666664,1027.9571126567837,2,0.25666666666666665,0.7433333333333333,0.0,BAMS150
99,6730,117.12948835001195,31.65847215870438,2,0.35666666666666663,1027.248597079302,2,0.023333333333333334,0.6666666666666666,0.31,BAMS150
100,7413,116.92422330759064,31.80885013726599,2,0.28,1023.6450653035449,2,0.36,0.64,0.0,BAMS150
101,7131,117.30771410238128,32.21309201511978,2,0.5800000000000001,1022.7996052985299,2,0.21,0.79,0.0,BAMS150
102,9019,117.17575158714412,31.98797420491942,2,0.4666666666666666,1018.4474241264984,2,0.26666666666666666,0.7333333333333333,0.0,BAMS150
103,4380,117.5731662688386,32.23087865774534,1,0.26,1015.3901671133999,1,0.63,0.37,0.0,BAMS150
104,10509,117.41667974634495,32.32358479506647,3,0.49666666666666665,1015.2830260158573,3,0.056666666666666664,0.22333333333333333,0.72,BAMS150
105,6173,117.11277968572732,31.688925046836033,2,0.5933333333333333,1011.7253475363077,2,0.19333333333333333,0.7866666666666666,0.02,BAMS150
106,8537,117.28777150307384,31.884578115717265,2,0.5066666666666666,1004.7539589970247,2,0.24666666666666667,0.7533333333333333,0.0,BAMS150
107,2458,117.00084960132604,31.844872580159183,1,0.5800000000000001,1002.9140881270837,1,0.79,0.21,0.0,BAMS150
108,1063,116.80178293436516,31.69745904203517,1,0.45333333333333337,1002.4958676259936,1,0.7266666666666667,0.2733333333333333,0.0,BAMS150
109,1414,117.47120748409102,32.0727751677403,1,0.4733333333333334,995.5128727890942,1,0.7366666666666667,0.2633333333333333,0.0,BAMS150
110,5922,117.46330230959076,32.076637923462016,2,0.5866666666666667,995.1498164840978,2,0.20666666666666667,0.7933333333333333,0.0,BAMS150
111,3319,117.47956181623334,32.03360862135269,1,0.5666666666666667,994.8176105435855,1,0.7833333333333333,0.21666666666666667,0.0,BAMS150
112,5441,117.6686571835405,31.8931121109164,2,0.5466666666666666,994.226501654296,2,0.22666666666666666,0.7733333333333333,0.0,BAMS150
113,5923,117.26333732734577,31.659999294687385,2,0.48666666666666664,993.751173327186,2,0.25666666666666665,0.7433333333333333,0.0,BAMS150
114,5220,117.14368173150103,31.80148395193621,2,0.2933333333333333,991.290020468412,2,0.35333333333333333,0.6466666666666666,0.0,BAMS150
115,8981,117.22704538986734,31.872091533268005,2,0.4433333333333333,990.4698757324841,2,0.27666666666666667,0.72,0.0033333333333333335,BAMS150
116,1061,117.20018576287217,31.68739791085303,1,0.5666666666666667,988.5391384795626,1,0.7833333333333333,0.21666666666666667,0.0,BAMS150
117,8979,117.00938359652518,31.82627745377791,2,0.42,988.4573134257951,2,0.29,0.71,0.0,BAMS150
118,7059,117.58277824237868,31.9156598245478,2,0.33,986.0957278692915,2,0.3333333333333333,0.6633333333333333,0.0033333333333333335,BAMS150
119,10608,117.47821434330716,31.926259944900412,3,0.4433333333333333,985.9349925972845,3,0.07,0.24333333333333335,0.6866666666666666,BAMS150
120,11720,116.8629582052137,31.551392976837334,3,0.4866666666666667,984.4415247295327,3,0.20666666666666667,0.1,0.6933333333333334,BAMS150
121,4808,117.39260489673056,31.943327935298683,1,0.38,978.2390435114538,1,0.6866666666666666,0.30666666666666664,0.006666666666666667,BAMS150
122,7866,117.03543473976464,31.945933049622628,2,0.5900000000000001,976.8586405249598,2,0.01,0.79,0.2,BAMS150
123,9246,117.66443510170514,31.88152384375126,2,0.34,976.7079484286421,2,0.33,0.67,0.0,BAMS150
124,1586,117.55034906062195,31.761059764150833,1,0.5233333333333333,973.3132151801506,1,0.76,0.23666666666666666,0.0033333333333333335,BAMS150
125,927,117.6799759561204,31.92293617834917,1,0.5733333333333333,971.5159223551123,1,0.7866666666666666,0.21333333333333335,0.0,BAMS150
