PointID,Original_ID,lon,lat,Class,margin,RF_Pred,prob_1,prob_2,prob_3
1,1134,117.41919502914052,31.990938645357016,1,0.1333333333333333,1,0.5666666666666667,0.43333333333333335,0.0
2,978,117.10182023926107,32.02094237584661,1,0.15999999999999998,1,0.58,0.42,0.0
3,8761,116.8900873267941,31.625773482362433,2,0.15999999999999998,2,0.0,0.58,0.42
4,7336,117.50893672602405,32.218212412239254,2,0.16666666666666669,2,0.0,0.5833333333333334,0.4166666666666667
5,14488,116.85101061193492,31.949526310759108,3,0.16666666666666674,3,0.3933333333333333,0.04666666666666667,0.56
6,6156,117.09759815742572,31.964887502117552,2,0.18666666666666665,2,0.006666666666666667,0.59,0.4033333333333333
7,1657,117.16083955342772,32.465249115372124,1,0.1866666666666667,1,0.5933333333333334,0.4066666666666667,0.0
8,6011,117.50336717126252,31.65523822368155,2,0.1866666666666667,2,0.0,0.5933333333333334,0.4066666666666667
9,13606,117.42763919281124,31.770492074634085,3,0.1866666666666667,3,0.4066666666666667,0.0,0.5933333333333334
10,7408,116.85640050363962,31.67823509495501,2,0.19666666666666666,2,0.0033333333333333335,0.5966666666666667,0.4
11,5785,117.40607962599236,31.99650820011856,2,0.19999999999999996,2,0.0,0.6,0.4
12,5320,117.44731229753344,31.776331123980864,2,0.21333333333333337,2,0.3933333333333333,0.6066666666666667,0.0
13,8607,117.58205959015136,32.08166848905309,2,0.21333333333333337,2,0.0,0.6066666666666667,0.3933333333333333
14,1174,117.84176253879032,32.02875771881845,1,0.21999999999999997,1,0.61,0.39,0.0
15,8248,117.1966823332641,32.5815809446656,2,0.21999999999999997,2,0.0,0.61,0.39
16,8589,117.3341245717344,31.975128296356512,2,0.22333333333333333,2,0.38666666666666666,0.61,0.0033333333333333335
17,4543,116.98063750743336,32.54672631164176,1,0.22666666666666663,1,0.6133333333333333,0.38666666666666666,0.0
18,5062,117.14952078084782,31.969738404651796,2,0.22666666666666663,2,0.38666666666666666,0.6133333333333333,0.0
