City,n,human_eq_WC,human_eq_DW,human_eq_ESRI,WC_eq_DW,WC_eq_ESRI,human_eq_DW_neq_WC,human_eq_ESRI_neq_WC,human_eq_DW_and_ESRI_neq_WC,among_HneqWC_eq_DW,among_HneqWC_eq_ESRI,n_HneqWC,n_missing_DW,n_missing_ESRI
Wuhan,81,0.12345679012345678,0.5061728395061729,0.5308641975308642,0.4074074074074074,0.3950617283950617,0.4567901234567901,0.4691358024691358,0.4444444444444444,0.5211267605633803,0.5352112676056338,71,0,0
Changsha,78,0.4230769230769231,0.48717948717948717,0.38461538461538464,0.48717948717948717,0.44871794871794873,0.2564102564102564,0.23076923076923078,0.21794871794871795,0.4444444444444444,0.4,45,0,0
Nanchang,42,0.0,0.5476190476190477,0.5,0.3333333333333333,0.42857142857142855,0.5476190476190477,0.5,0.5,0.5476190476190477,0.5,42,0,0
Hefei,81,0.4691358024691358,0.41975308641975306,0.3950617283950617,0.5061728395061729,0.5308641975308642,0.2222222222222222,0.18518518518518517,0.1728395061728395,0.4186046511627907,0.3488372093023256,43,0,0
Nanjing,73,0.3835616438356164,0.5616438356164384,0.547945205479452,0.4383561643835616,0.4246575342465753,0.3698630136986301,0.3698630136986301,0.3698630136986301,0.6,0.6,45,0,0
