Track,Method,n_seed_mean,WC_OA_mean,WC_OA_std,dWC_pp,WC_BE_mean,H_OA_mean,dH_pp,H_BE_mean,n_exp_mean,dWC_vs_RF_pp
WC,Baseline,0.0,0.9094666666666666,0.0010385174618264,0.0,283.0,,,,,0.6311111111111045
WC,PE_Human_all,150.0,0.9052888888888888,0.0013941677458984,-0.4177777777777725,294.4,,,,15.0,0.21333333333332094
WC,PE_Human_high,73.0,0.9064888888888888,0.0006028737762777,-0.2977777777777746,289.8,,,,16.6,0.3333333333333188
WC,PE_WC_all,150.0,0.907688888888889,0.0016426416544512,-0.1777777777777656,287.4,,,,23.4,0.4533333333333389
WC,PE_WC_high,73.0,0.9081777777777778,0.0019188473906598,-0.1288888888888895,283.4,,,,21.4,0.502222222222215
WC,PE_Agree_all,48.0,0.9068444444444446,0.0020044395171163,-0.2622222222222081,286.6,,,,12.4,0.36888888888889637
WC,PE_Disagree_all,102.0,0.9059111111111112,0.0014305312835049,-0.3555555555555534,291.8,,,,17.2,0.2755555555555622
WC,PE_Agree_high,28.0,0.9066222222222222,0.0015675726300931,-0.2844444444444427,291.4,,,,5.2,0.3466666666666618
WC,PE_Disagree_high,45.0,0.9072,0.0009898247756142,-0.2266666666666528,288.8,,,,8.2,0.4044444444444406
