Method,passport_dOA_pp,repro_dOA_pp,delta_pp,passport_OA,repro_OA,status
Baseline,0.0,0.0,0.0,0.9031555555555556,0.9031555555555556,PASS
BAMS150_new,-0.21333333333334314,-0.21333333333334314,0.0,0.9010222222222222,0.9010222222222222,PASS
BAMS150_new_high,-0.07555555555555094,-0.07555555555555094,0.0,0.9024000000000001,0.9024000000000001,PASS
PE_new,0.21333333333333204,0.21333333333333204,0.0,0.9052888888888889,0.9052888888888889,PASS
PE_new_high,0.33333333333332993,0.33333333333332993,0.0,0.9064888888888889,0.9064888888888889,PASS
PE_new_hm,0.168888888888874,0.168888888888874,0.0,0.9048444444444443,0.9048444444444443,PASS
PE_old,0.3555555555555423,0.3555555555555423,0.0,0.906711111111111,0.906711111111111,PASS
