PointID,Original_ID,lon,lat,Class,margin,RF_Pred,prob_1,prob_2,prob_3
26,502,114.38567414619727,30.49174026768995,1,0.010000000000000009,1,0.5,0.49,0.01
27,8165,114.72380001913989,30.74219056890247,2,0.010000000000000009,2,0.03,0.49,0.48
28,10607,114.63989737160313,30.72638021990197,3,0.010000000000000009,1,0.42,0.41,0.17
29,12628,114.0301209567428,30.720900496668836,3,0.010000000000000009,2,0.13,0.44,0.43
30,10799,114.50730603566709,30.81630157984233,3,0.019999999999999962,2,0.18,0.42,0.4
31,260,114.42349321965872,30.812438824120616,1,0.020000000000000018,2,0.49,0.51,0.0
32,5,114.03452270163496,30.76240266279516,1,0.020000000000000018,2,0.49,0.51,0.0
33,14917,114.31165296678584,30.81495410691615,3,0.020000000000000018,2,0.1,0.46,0.44
34,3564,113.96732871838284,30.674277933423035,1,0.020000000000000018,2,0.49,0.51,0.0
35,9555,114.5998325099314,30.75476698288014,2,0.020000000000000018,1,0.51,0.49,0.0
36,4067,114.5676728227599,30.33489441908268,1,0.020000000000000018,2,0.49,0.51,0.0
37,4268,114.38235037964606,30.684339064605172,1,0.020000000000000018,2,0.49,0.51,0.0
38,5340,113.79170808033749,30.429397186972057,2,0.020000000000000018,1,0.4,0.22,0.38
39,8138,114.32162426643956,30.818816862637867,2,0.020000000000000018,1,0.51,0.49,0.0
40,3797,114.22451638422623,30.72206830653819,1,0.020000000000000018,1,0.5,0.48,0.02
41,14816,113.7943131946614,30.42930735544364,3,0.020000000000000018,2,0.28,0.37,0.35
42,14498,114.09740477152334,30.691345923821306,3,0.020000000000000018,3,0.02,0.48,0.5
43,8733,114.46176145076222,30.453921194228517,2,0.020000000000000018,1,0.51,0.49,0.0
44,2326,114.39492679362372,30.613282325631317,1,0.020000000000000018,2,0.49,0.51,0.0
45,8166,114.39286066847023,30.895353324844848,2,0.020000000000000018,1,0.51,0.49,0.0
46,7136,114.05931620347668,30.675355911763976,2,0.020000000000000018,2,0.0,0.51,0.49
47,2675,114.09506915178464,30.619031543449683,1,0.020000000000000018,1,0.5,0.48,0.02
48,6397,114.33509899570136,30.855917283872003,2,0.020000000000000018,2,0.49,0.51,0.0
49,9352,114.64241265439864,30.72305645335073,2,0.020000000000000018,1,0.5,0.48,0.02
50,10809,114.53353684196335,30.365167644157506,3,0.020000000000000018,3,0.04,0.47,0.49
51,4798,114.59929352076092,30.460838221916237,1,0.020000000000000018,1,0.51,0.49,0.0
52,2898,114.583393340232,30.88637017200365,1,0.020000000000000018,1,0.38,0.26,0.36
53,3183,114.44487312342078,31.06288912533314,1,0.020000000000000018,2,0.49,0.51,0.0
54,9298,114.04260753919203,30.6717626506275,2,0.030000000000000027,2,0.11,0.46,0.43
55,3208,114.4299610897044,30.40675964181224,1,0.030000000000000027,1,0.51,0.48,0.01
56,2695,114.39977769615795,30.080132204506384,1,0.030000000000000027,1,0.51,0.48,0.01
57,8734,113.73736000564824,30.45221439518869,2,0.030000000000000027,1,0.51,0.48,0.01
58,8961,113.70870374808484,30.409274924607775,2,0.030000000000000027,2,0.48,0.51,0.01
59,9421,114.84606072930856,30.9461081383976,2,0.03999999999999998,2,0.39,0.43,0.18
60,7155,114.19307534928208,30.678769509843633,2,0.040000000000000036,2,0.48,0.52,0.0
61,3446,114.18445152255453,30.636009702319544,1,0.040000000000000036,2,0.48,0.52,0.0
62,8809,114.39483696209533,30.445566862086203,2,0.040000000000000036,2,0.48,0.52,0.0
63,6073,114.60800717901688,30.774619750659184,2,0.040000000000000036,2,0.48,0.52,0.0
64,4233,114.49832288282587,30.555969810504493,1,0.040000000000000036,2,0.48,0.52,0.0
65,814,114.34560928452557,30.925177392277615,1,0.040000000000000036,2,0.48,0.52,0.0
66,4992,114.04386518058982,30.533332265344683,1,0.040000000000000036,1,0.52,0.48,0.0
67,4235,114.48781259400168,30.55587997897608,1,0.040000000000000036,2,0.48,0.52,0.0
68,3056,114.5705474316691,30.627296044063584,1,0.040000000000000036,1,0.52,0.48,0.0
69,1856,114.38621313536775,30.63035031602959,1,0.040000000000000036,1,0.52,0.48,0.0
70,7560,114.59462228128348,30.864900436713196,2,0.040000000000000036,1,0.52,0.48,0.0
71,4976,114.19496181137872,30.627026549478348,1,0.040000000000000036,1,0.52,0.48,0.0
72,2262,114.7856041106873,30.66520494905343,1,0.040000000000000036,2,0.48,0.52,0.0
73,954,114.28865609551238,30.4011900870507,1,0.040000000000000036,2,0.48,0.52,0.0
74,9667,114.33438034347408,30.14615837788917,2,0.040000000000000036,1,0.51,0.47,0.02
75,2558,114.51889430283222,30.576361567454008,1,0.040000000000000036,2,0.48,0.52,0.0
76,46,114.0911165645345,30.34100296301469,1,0.040000000000000036,2,0.48,0.52,0.0
77,6466,114.38567414619727,30.667989726434197,2,0.040000000000000036,2,0.48,0.52,0.0
78,8985,114.25452011471585,30.39589002687439,2,0.040000000000000036,2,0.48,0.52,0.0
79,5865,114.29350699804664,30.228444057914515,2,0.040000000000000036,1,0.52,0.48,0.0
80,12844,114.70637270262796,30.814235454688855,3,0.040000000000000036,3,0.0,0.48,0.52
81,13166,113.93148593854646,30.703832506270565,3,0.040000000000000036,1,0.45,0.41,0.14
82,5886,114.57647631254429,30.723954768634844,2,0.040000000000000036,1,0.52,0.48,0.0
83,8236,114.02661752713472,30.67733220538904,2,0.04999999999999999,1,0.5,0.45,0.05
84,9103,113.9971527858156,30.728626008112265,2,0.04999999999999999,2,0.19,0.43,0.38
85,8494,114.27715765987566,30.762672157380397,2,0.04999999999999999,1,0.45,0.15,0.4
86,5922,113.77580789980856,30.443860063046376,2,0.04999999999999999,1,0.47,0.42,0.11
87,401,114.7953957472842,30.945209823113483,1,0.04999999999999999,2,0.45,0.5,0.05
88,9371,114.6682841345813,30.605287319602656,2,0.04999999999999999,2,0.42,0.47,0.11
89,8672,114.1521121723262,30.71227666994129,2,0.04999999999999999,2,0.03,0.51,0.46
90,5178,114.68625044026368,30.923829919351437,2,0.050000000000000044,1,0.52,0.47,0.01
91,4823,114.32872095718412,30.542854407356348,1,0.050000000000000044,1,0.52,0.47,0.01
92,16,114.08401987378996,30.314412830604756,1,0.050000000000000044,1,0.52,0.47,0.01
93,7262,114.26485074048324,30.3072263083318,2,0.050000000000000044,2,0.47,0.52,0.01
94,6445,114.022754771413,30.746592313794658,2,0.050000000000000044,2,0.47,0.52,0.01
95,12529,114.23888942877215,30.547705309890596,3,0.06,3,0.24,0.35,0.41
96,11937,113.88908545713602,30.371635514203167,3,0.06,3,0.02,0.46,0.52
97,2999,113.9799051323605,30.512940508395168,1,0.06,3,0.18,0.38,0.44
98,10367,113.7776943619052,30.4079274516816,3,0.06,3,0.14,0.4,0.46
99,8862,114.00712408546931,30.3666049486121,2,0.06,1,0.47,0.41,0.12
100,3502,114.38657246148142,30.359957415509612,1,0.06000000000000005,1,0.53,0.47,0.0
101,8384,114.33860242530945,31.165746225364824,2,0.06000000000000005,2,0.47,0.53,0.0
102,4828,114.2210129546182,30.61427047244385,1,0.06000000000000005,1,0.53,0.47,0.0
103,4367,114.37507402584468,30.442782084705435,1,0.06000000000000005,1,0.53,0.47,0.0
104,7339,114.46212077687586,31.203116141184196,2,0.06000000000000005,2,0.47,0.53,0.0
105,3700,114.30563425438224,30.40307654914735,1,0.06000000000000005,2,0.47,0.53,0.0
106,7845,114.50541957357042,30.69287305980431,2,0.06000000000000005,2,0.47,0.53,0.0
107,975,114.64223299134184,30.925626549919677,1,0.06000000000000005,2,0.47,0.53,0.0
108,6451,114.47604466377972,30.5936092209091,2,0.06000000000000005,2,0.47,0.53,0.0
109,5882,114.0437753490614,30.369749052106517,2,0.06000000000000005,2,0.47,0.53,0.0
