City,MarginCorrect,MarginWrong,MarginAccuracy,MarginErrorRate,MarginLabelsChanged,BAMSCorrect,BAMSWrong,BAMSAccuracy,BAMSErrorRate,BAMSLabelsChanged,OriginalPixelOA,MarginPixelOA,BAMSPixelOA,Original3x3OA,Margin3x3OA,BAMS3x3OA,MarginPixelGain,BAMSPixelGain,Margin3x3Gain,BAMS3x3Gain
Nanjing,114,36,0.76,0.24,36,81,69,0.54,0.46,69,0.8911111111111111,0.8888888888888888,0.8911111111111111,0.9031111111111111,0.918,0.91,-0.0022222222222222365,0.0,0.014888888888888951,0.006888888888888944
