system:index,B11,B12,B2,B3,B4,B8,Class,MNDWI,NDBI,NDVI,Original_ID,lat,lon,.geo,Error_Probability
5782,1901.0,1026.0,592.0,828.0,747.0,3174.0,2,-0.3931843,-0.25083745,0.61897475,5782,32.4793526653328,118.92513077143848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.92513077143848,32.4793526653328]}",0.996
5799,2102.0,1250.0,696.0,984.0,987.0,3665.0,2,-0.36228126,-0.2710248,0.57566637,5799,31.897154529694937,119.10982439385344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.10982439385344,31.897154529694937]}",0.996
7294,2078.0,1111.0,613.0,883.0,839.0,3874.0,2,-0.40357986,-0.30174732,0.6439635,7294,32.47018984943478,118.93492240803538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.93492240803538,32.47018984943478]}",0.996
8131,2030.5,1304.0,638.5,840.0,833.0,2984.5,2,-0.41473612,-0.19022931,0.56358874,8131,32.24839580578567,118.82856187839562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.82856187839562,32.24839580578567]}",0.994
6195,1899.5,1299.0,642.5,882.0,729.5,3077.5,2,-0.36580983,-0.23668876,0.6167586,6195,32.28612504771869,118.67486013328278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.67486013328278,32.28612504771869]}",0.994
7514,1980.0,1116.0,630.0,910.0,865.5,3670.5,2,-0.3702422,-0.29917705,0.61838627,7514,32.35879875420396,118.73091500701184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.73091500701183,32.35879875420396]}",0.994
7808,2117.0,1405.0,615.0,965.0,996.0,3094.0,2,-0.37378326,-0.187488,0.5129584,7808,32.58957595069427,118.71735044622164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.71735044622163,32.58957595069427]}",0.994
5635,2008.0,1199.0,706.5,990.5,987.5,2970.5,2,-0.33933634,-0.19333133,0.5010106,5635,32.40048058338711,118.73702355094385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.73702355094385,32.40048058338711]}",0.994
6138,2082.0,1453.0,706.0,996.0,971.0,2964.0,2,-0.3528265,-0.17479192,0.5064803,6138,31.931380342019892,119.0846715658981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0846715658981,31.931380342019892]}",0.994
8956,2106.0,1083.0,622.0,894.0,800.0,3294.0,2,-0.404,-0.22,0.60918415,8956,32.48132895895786,118.79119196257624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.79119196257625,32.48132895895786]}",0.994
5423,1926.5,1206.0,609.5,869.5,946.0,2860.0,2,-0.37804005,-0.19502768,0.50289017,5423,32.391138104432265,118.76882391200168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.76882391200168,32.391138104432265]}",0.994
8535,2104.0,1307.5,684.5,959.0,934.0,3240.5,2,-0.37381652,-0.21264851,0.5525213,8535,32.29322173846324,118.93168847301254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.93168847301254,32.29322173846324]}",0.994
6941,1614.0,961.5,497.5,697.0,673.0,2696.0,2,-0.39679793,-0.2510441,0.6004749,6941,31.990938645357016,118.59670670356438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.59670670356438,31.990938645357016]}",0.994
5341,1965.0,1001.0,582.0,832.0,725.0,3296.0,2,-0.40507686,-0.25299373,0.6393932,5341,32.48591036690687,118.9290833586886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.9290833586886,32.48591036690687]}",0.994
5529,1989.0,1292.0,670.0,874.0,972.0,3147.0,2,-0.38945162,-0.2254673,0.52804077,5529,31.558399836053468,118.90168474252296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.90168474252296,31.558399836053468]}",0.994
5855,2021.0,1205.0,567.6666666666666,861.0,806.0,2906.0,2,-0.40249828,-0.17962249,0.5657328,5855,31.70392691208083,119.1155736116718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.1155736116718,31.70392691208083]}",0.994
9521,2010.5,1126.0,627.5,831.0,780.5,3120.5,2,-0.41509765,-0.2163321,0.5998462,9521,32.33301710554973,118.95522433345648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.95522433345647,32.33301710554973]}",0.992
9158,2111.0,1414.0,648.0,856.5,841.5,3011.5,2,-0.42274642,-0.17579307,0.5631975,9158,32.20931909092647,118.62895622226426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.62895622226426,32.20931909092647]}",0.992
5399,1783.0,1006.0,602.0,836.0,796.0,3296.0,2,-0.3615884,-0.2978933,0.6109482,5399,32.49597149808901,119.0178369087596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0178369087596,32.49597149808901]}",0.992
3238,1951.0,1450.0,690.5,832.0,842.5,2800.5,1,-0.40208408,-0.17878565,0.53746915,3238,31.95114327827052,118.9314189784273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.9314189784273,31.95114327827052]}",0.992
3918,1972.0,1394.5,668.5,962.0,983.0,2805.0,1,-0.34423995,-0.17437722,0.48099262,3918,32.22503960839857,118.87159118050496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.87159118050495,32.22503960839857]}",0.992
2104,1868.5,1527.5,611.5,823.5,761.0,2812.5,1,-0.38818723,-0.20166631,0.574087,2104,32.087866864513515,118.81859057874188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.81859057874189,32.087866864513515]}",0.992
9994,2021.8,1277.5,594.0,876.3333333333334,644.0,3488.0,2,-0.39524293,-0.26610765,0.68828654,9994,32.199707117386396,119.14270273325222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.14270273325222,32.199707117386396]}",0.992
8933,1928.0,1317.0,590.0,888.0,806.0,2997.0,2,-0.3693182,-0.21705584,0.57612413,8933,32.49228840542412,118.96977704105922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.96977704105922,32.49228840542412]}",0.992
5681,1979.5,1275.0,597.0,872.5,786.5,2758.0,2,-0.38814867,-0.16432717,0.55621386,5681,31.9585094636003,118.94669033825734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.94669033825734,31.9585094636003]}",0.992
2244,1890.0,1495.5,630.5,838.0,828.5,2790.5,1,-0.3856305,-0.19239397,0.5421387,2244,31.76564117209984,118.63793937510546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.63793937510546,31.76564117209984]}",0.992
7844,1700.0,966.0,465.0,726.0,677.0,3385.0,2,-0.40148392,-0.33136678,0.6666667,7844,31.87442715300671,119.03149130107822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.03149130107822,31.874427153006714]}",0.992
8412,1897.5,1236.0,606.5,854.0,736.5,2804.0,2,-0.3792477,-0.1928108,0.5839571,8412,31.99803533610156,119.0230471374075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0230471374075,31.998035336101562]}",0.992
2820,1914.0,1299.0,622.0,890.0,891.0,2962.0,1,-0.3651926,-0.21493027,0.53750324,2820,32.547085637755416,118.80322938738344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.80322938738345,32.547085637755416]}",0.992
8973,2013.5,1392.5,661.5,1002.0,948.5,2910.0,2,-0.3354336,-0.18208592,0.5083582,8973,31.728001761695232,118.9575599531952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.95755995319519,31.728001761695232]}",0.992
6929,2047.5,1383.5,648.0,901.0,869.0,2923.5,2,-0.38884178,-0.17622209,0.54172707,6929,32.21488864568801,118.8268550793558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.8268550793558,32.21488864568801]}",0.992
5873,2120.5,1419.0,587.0,907.5,770.5,3084.5,2,-0.40059444,-0.18520653,0.6002594,5873,32.27830970474685,118.96699226367843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.96699226367845,32.27830970474685]}",0.992
7422,2061.0,1315.0,574.0,897.0,794.0,2924.0,2,-0.39350912,-0.17311935,0.5728887,7422,31.790524505469953,119.0658069449316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0658069449316,31.790524505469953]}",0.992
6536,2003.0,1209.0,687.0,949.0,994.0,3032.0,2,-0.35704607,-0.20436941,0.5062096,6536,32.60763208790507,118.67629743773736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.67629743773736,32.60763208790507]}",0.992
8215,1783.0,955.0,583.0,836.0,727.0,3475.0,2,-0.3615884,-0.32179537,0.6539743,8215,32.51339881460093,118.65518702856056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.65518702856056,32.51339881460093]}",0.992
5905,2102.5,1340.0,701.5,898.0,959.5,3086.0,2,-0.40143308,-0.18955383,0.5256458,5905,32.34756981315247,118.73325062675056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.73325062675055,32.34756981315247]}",0.992
9613,1965.5,1202.5,603.5,860.5,783.5,2730.5,2,-0.39101204,-0.1629046,0.55406946,9613,32.32681873008931,118.94291741406404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.94291741406404,32.32681873008931]}",0.992
5909,2035.0,1332.5,513.5,715.5,646.5,3020.5,2,-0.47973096,-0.1949362,0.6473957,5909,32.40694845343277,118.86709960408434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.86709960408434,32.40694845343277]}",0.99
6288,1590.5,921.0,491.5,702.0,662.5,2679.5,2,-0.38756815,-0.25503513,0.6035308,6288,31.90829363921802,118.57595562050122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.57595562050122,31.90829363921802]}",0.99
5214,1966.5,1349.5,610.0,873.5,820.5,3068.5,2,-0.38485914,-0.21886793,0.5780406,5214,31.971355372163213,118.77160868938245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.77160868938245,31.971355372163213]}",0.99
6316,1905.5,1072.5,613.5,883.0,752.0,3656.0,2,-0.3666846,-0.3147532,0.65880215,6316,32.380627815608065,118.78831735366708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.78831735366707,32.380627815608065]}",0.99
4787,1791.0,1243.0,616.5,773.5,725.0,2639.5,1,-0.3967635,-0.19151337,0.56902957,4787,32.14652685256652,118.75534918273988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.75534918273988,32.14652685256652]}",0.99
9410,1946.0,1282.571428571429,586.0,820.5,721.0,2867.0,2,-0.40683174,-0.19135675,0.5981048,9410,32.23069899468852,119.16551994146886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.16551994146886,32.23069899468852]}",0.99
7996,2062.0,1316.5,695.0,999.0,701.0,3164.0,2,-0.34727213,-0.21086873,0.63725746,7996,32.20761229188665,119.14683498355916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.14683498355917,32.20761229188665]}",0.99
7362,2069.0,1437.0,694.0,959.0,789.5,3047.5,2,-0.3665786,-0.19124402,0.5884806,7362,31.696740389807875,118.9034813730912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.9034813730912,31.696740389807875]}",0.99
8192,2056.0,1264.0,635.0,917.5,969.5,3046.6666666666665,2,-0.38288212,-0.19414686,0.5172013,8192,31.67077907809682,119.14396037465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.14396037464999,31.67077907809682]}",0.99
7077,2221.5,1283.0,632.0,1039.0,675.5,4063.0,2,-0.36267444,-0.2930225,0.7148887,7077,32.16637962034556,118.7922699409172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7922699409172,32.16637962034556]}",0.99
8963,1853.0,938.0,569.0,799.0,694.0,2950.0,2,-0.3974359,-0.22839892,0.6190999,8963,32.506032629271154,118.7892156689512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.78921566895119,32.506032629271154]}",0.99
9223,2036.0,1141.0,578.0,877.0,868.0,2976.0,2,-0.3978716,-0.18754987,0.5483871,9223,32.481239127429454,118.91039840077892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.91039840077892,32.481239127429454]}",0.99
6843,1913.5,1058.5,618.0,874.0,798.0,3495.0,2,-0.3729148,-0.2924101,0.628232,6843,32.33346626319179,118.7548101935694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.75481019356941,32.33346626319179]}",0.99
5878,1771.0,952.5,644.0,841.5,827.5,3252.0,2,-0.35578948,-0.29484373,0.594313,5878,32.26016373600764,118.98091615058227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.98091615058229,32.26016373600764]}",0.99
9312,1779.0,958.0,632.0,824.5,678.0,3277.5,2,-0.36662185,-0.29635122,0.6571862,9312,32.28819117287217,118.9727414814968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.97274148149681,32.28819117287217]}",0.99
9563,1873.5,951.0,629.5,891.0,794.5,3274.0,2,-0.3553988,-0.27207384,0.60943836,9563,32.23537023416594,118.88362860531215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.88362860531215,32.23537023416594]}",0.99
3144,1856.0,1394.0,621.0,864.0,791.0,2706.5,1,-0.3647059,-0.18641096,0.5476769,3144,32.15137775510076,118.74259310570538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.74259310570538,32.15137775510076]}",0.99
8496,1854.0,1148.5,669.5,862.0,719.5,2980.5,2,-0.36524302,-0.23301272,0.61108106,8496,32.28855049898581,118.85775712512952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.85775712512951,32.28855049898581]}",0.99
6876,1924.0,1050.0,597.0,813.5,759.0,3054.0,2,-0.4056621,-0.22699879,0.6018883,6876,32.20671397660253,118.6193442487242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.61934424872419,32.20671397660253]}",0.99
7322,1950.0,1036.0,585.0,894.0,803.0,3340.0,2,-0.37130803,-0.26275992,0.6123582,7322,32.49570200350377,119.00310453810005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.00310453810005,32.49570200350377]}",0.99
8198,2096.5,1173.5,660.0,883.0,868.0,3081.5,2,-0.4072831,-0.19022788,0.5604507,8198,32.33400525236226,118.950103936337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.950103936337,32.33400525236226]}",0.99
1740,2014.0,1625.0,641.5,920.5,949.0,2782.0,1,-0.37263587,-0.16013345,0.4912892,1740,32.32870519218596,118.92513077143848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.92513077143848,32.32870519218596]}",0.99
9671,1939.0,879.0,406.0,651.0,636.0,3085.0,2,-0.4972973,-0.2281051,0.6581564,9671,32.44934893484321,118.83107716119116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.83107716119116,32.44934893484321]}",0.99
6277,2099.0,1417.0,602.0,879.0,866.0,3185.0,2,-0.40967092,-0.20552611,0.57245123,6277,32.50477498787338,118.82892120450929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.82892120450927,32.50477498787338]}",0.99
7601,2039.0,1217.0,676.0,907.0,956.0,3010.0,2,-0.38424984,-0.19231531,0.5179022,7601,32.563704470511624,118.66767361100982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.66767361100982,32.563704470511624]}",0.99
8396,2011.0,1251.0,599.0,855.0,858.0,2810.0,2,-0.4033496,-0.16573325,0.5321701,8396,32.51196151014634,118.7576848024786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7576848024786,32.51196151014634]}",0.99
1796,2004.5,1263.0,708.0,999.0,882.5,3334.5,1,-0.3347761,-0.24911033,0.581456,1796,32.053281726074914,118.80691248004834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.80691248004834,32.053281726074914]}",0.988
5714,1778.5,1000.5,632.0,844.0,846.5,3279.5,2,-0.35633937,-0.2967576,0.58967525,5714,32.35664279752208,118.71537415259655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.71537415259657,32.35664279752208]}",0.988
5758,1632.0,979.0,424.5,713.0,664.5,2660.5,2,-0.39189765,-0.23960397,0.6003007,5758,32.31819490336176,118.74025748596668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.74025748596668,32.31819490336176]}",0.988
6680,2137.0,1353.0,646.5,971.0,881.0,3135.0,2,-0.37516087,-0.18930197,0.561255,6680,31.78998551629948,118.7727764992518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7727764992518,31.78998551629948]}",0.988
8481,1803.0,1089.5,605.0,890.0,753.0,3326.5,2,-0.3390271,-0.2970075,0.6308371,8481,31.874966142177183,118.865931794215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.865931794215,31.874966142177186]}",0.988
7774,1761.5,929.5,614.5,819.5,821.0,3125.5,2,-0.36497483,-0.27910784,0.58393514,7774,32.271213014002306,118.8688962346526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.8688962346526,32.271213014002306]}",0.988
9497,2072.0,1346.0,493.5,738.0,710.0,3266.0,2,-0.47473308,-0.22367927,0.64285713,9497,32.03172215925604,119.07074767899424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.07074767899425,32.03172215925604]}",0.988
7782,1880.0,1117.0,540.0,825.0,679.0,3121.0,2,-0.3900185,-0.24815036,0.6426316,7782,31.41026764570216,119.062842504494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.062842504494,31.41026764570216]}",0.988
9549,1930.5,1296.5,520.5,819.5,728.0,2773.5,2,-0.404,-0.17920919,0.5841782,9549,32.03854935541535,118.7028875701473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7028875701473,32.03854935541535]}",0.988
6616,1867.5,1272.5,583.5,753.0,712.5,2926.5,2,-0.4253005,-0.22090113,0.6084089,6616,32.17904586585164,118.71510465801131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.71510465801133,32.17904586585164]}",0.988
7829,2130.0,1358.5,640.5,899.5,852.5,3038.5,2,-0.40617263,-0.17577633,0.5618093,7829,31.925451461144704,118.35964130008524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.35964130008523,31.925451461144704]}",0.988
5990,1966.0,1303.0,653.0,980.0,941.0,2918.0,2,-0.3346911,-0.1949222,0.5123089,5990,32.44557601064991,118.90491867754578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.90491867754578,32.44557601064991]}",0.988
9692,1862.5,1172.5,653.0,847.5,791.0,3013.5,2,-0.37453875,-0.23605414,0.58417666,9692,32.335801882930504,118.92953251633064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.92953251633065,32.335801882930504]}",0.988
7013,2004.0,1312.5,638.0,913.0,881.5,3046.0,2,-0.3740144,-0.20633663,0.55111396,7013,31.811365420061524,118.89728299763075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.89728299763077,31.811365420061524]}",0.988
8745,1649.5,928.0,519.5,726.0,684.5,2680.0,2,-0.38876027,-0.23801824,0.5931045,8745,32.26752992133742,119.00014009766244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.00014009766245,32.26752992133742]}",0.988
5578,2070.5,1200.0,565.0,781.0,659.5,3444.5,2,-0.45221815,-0.24913871,0.6786062,5578,32.048251160483844,118.38236867677344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.38236867677345,32.048251160483844]}",0.988
9936,1954.5,1338.0,629.0,907.0,865.0,3596.5,2,-0.36606675,-0.29580256,0.61223805,9936,32.383771919102486,118.93402409275126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.93402409275126,32.383771919102486]}",0.988
6481,1909.0,1096.0,425.0,630.0,682.0,2733.0,2,-0.5037416,-0.1775097,0.60058564,6481,32.46848305039495,118.82577710101484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.82577710101485,32.46848305039495]}",0.988
7521,2033.5,1192.5,674.0,930.5,752.0,4074.0,2,-0.37213224,-0.33409742,0.68835473,7521,32.38592787578437,118.78732920685454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.78732920685454,32.38592787578437]}",0.988
5622,1819.0,884.0,522.0,770.0,681.0,3152.0,2,-0.40517575,-0.2681553,0.64466476,5622,32.534419392249326,118.73432860509148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.73432860509149,32.534419392249326]}",0.988
6958,1896.5555555555557,1251.0,500.75,722.6666666666666,652.25,2837.6,2,-0.44818226,-0.19877768,0.6262017,6958,31.567832146536723,119.17594039876464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.17594039876464,31.567832146536723]}",0.988
5460,2066.0,1320.0,461.0,697.0,637.0,3050.0,2,-0.49547592,-0.19233777,0.6544616,5460,31.456081725192252,119.01343516386744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.01343516386743,31.456081725192252]}",0.988
7648,1990.0,1367.5,664.0,883.0,958.5,2779.0,2,-0.3853115,-0.1654435,0.4870903,7648,32.24273641949572,118.90707463422768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.90707463422767,32.24273641949572]}",0.988
8395,2158.5,1377.0,613.5,877.0,982.0,3087.0,2,-0.42217097,-0.17700887,0.5173261,8395,32.37631590224429,118.97408895442298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.97408895442298,32.37631590224429]}",0.988
8061,2164.5,1350.5,672.5,1004.3333333333334,837.0,3153.0,2,-0.36611792,-0.18589562,0.58045113,8061,31.299595202698633,119.11485495944451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.11485495944451,31.299595202698633]}",0.988
5974,1764.5,1161.5,601.5,811.0,752.0,2715.5,2,-0.37021938,-0.21227679,0.56625813,5974,31.23410801848632,118.79316825620133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.79316825620131,31.23410801848632]}",0.988
6918,2103.0,1085.5,475.5,724.0,676.5,3213.5,2,-0.48779625,-0.20887803,0.6521851,6918,31.95931794735601,118.3924298079556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.3924298079556,31.95931794735601]}",0.988
8193,2095.0,1260.0,639.5,946.0,821.0,3751.5,2,-0.37783623,-0.2833319,0.6408967,8193,31.303188463835113,119.0530508678971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0530508678971,31.303188463835113]}",0.988
6969,1899.5,1068.0,578.0,861.0,751.0,3256.5,2,-0.37619996,-0.2631885,0.6252027,6969,32.39383305028462,118.91093738994938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.91093738994938,32.39383305028462]}",0.988
9095,1885.5,1168.5,466.0,738.0,690.0,2752.0,2,-0.4373928,-0.18684636,0.5990703,9095,32.31334400082751,118.7389100130405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7389100130405,32.31334400082751]}",0.986
7260,2061.0,1364.5,542.5,874.5,847.5,3267.5,2,-0.4041901,-0.22642395,0.5880923,7260,32.4320114498597,118.96609394839432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.96609394839432,32.4320114498597]}",0.986
9143,1966.0,1043.0,564.0,882.0,807.0,3226.0,2,-0.38061798,-0.24268104,0.59980166,9143,32.58274875453496,118.81131422494052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.81131422494053,32.58274875453496]}",0.986
6717,2020.0,1264.0,545.0,874.0,755.0,3173.0,2,-0.3959917,-0.22202966,0.61558044,6717,32.53406006613568,118.58978967587666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.58978967587666,32.53406006613568]}",0.986
9152,2055.0,1194.0,487.0,791.0,685.0,3078.0,2,-0.44413212,-0.19929865,0.6359288,9152,32.567028237062864,118.82999918285022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.82999918285022,32.567028237062864]}",0.986
6331,2116.0,1453.0,704.0,1002.0,1042.0,3280.0,2,-0.3572803,-0.21571535,0.5178158,6331,31.42967125583914,119.06643576563047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.06643576563047,31.42967125583914]}",0.986
7834,2041.0,1188.5,509.5,679.0,683.0,2852.0,2,-0.5007353,-0.16574699,0.6135785,7834,32.028488224233215,118.56284021735308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.56284021735307,32.028488224233215]}",0.986
8113,1780.0,1245.0,578.0,802.0,880.0,2886.0,2,-0.37877613,-0.23703386,0.53266066,8113,32.59173190737615,118.6630922030608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.66309220306081,32.59173190737615]}",0.986
8203,1865.5,1280.5,588.5,863.0,805.5,2706.0,2,-0.367418,-0.1838565,0.5412217,8203,31.91000043825785,118.39225014489875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.39225014489877,31.91000043825785]}",0.986
7813,1865.0,1319.0,483.0,704.0,739.0,2742.0,2,-0.45192683,-0.1903625,0.57540935,7813,32.52786169067525,118.67036855686216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.67036855686217,32.52786169067525]}",0.986
7356,2074.0,1317.0,512.0,874.0,812.0,2940.0,2,-0.40705562,-0.1727164,0.5671642,7356,32.52211247285689,118.6119780633944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.6119780633944,32.52211247285689]}",0.986
5508,2158.0,1396.0,584.0,851.0,816.0,3470.0,2,-0.43436357,-0.23312011,0.6192254,5508,32.5447500180167,118.74690501906916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.74690501906916,32.5447500180167]}",0.986
9197,1922.0,1290.0,604.0,850.0,828.0,2685.0,2,-0.38672438,-0.16561754,0.528608,9197,32.06226487891611,119.08062914711957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.08062914711957,32.06226487891611]}",0.986
9489,1882.5,1104.5,588.5,808.5,827.5,2772.0,2,-0.39910814,-0.19110538,0.54021394,9489,32.40075007797234,118.79110213104784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.79110213104784,32.40075007797234]}",0.986
7133,1958.5,1180.0,467.5,643.0,661.0,2721.5,2,-0.50566983,-0.16303419,0.60916483,7133,31.944316082111214,118.43743540369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.43743540368999,31.944316082111214]}",0.986
5376,2070.0,1247.0,612.0,922.0,847.0,2910.0,2,-0.38368985,-0.16867469,0.5491083,5376,32.470728838605254,118.64521572890683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.64521572890683,32.470728838605254]}",0.986
8271,2127.5,1263.0,638.0,944.0,786.0,3560.0,2,-0.3853166,-0.25186813,0.6382881,8271,31.937578717480317,119.0840427451992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.08404274519921,31.937578717480317]}",0.986
9361,2013.0,1272.0,629.0,860.0,910.0,3283.0,2,-0.40132266,-0.23980363,0.56594324,9361,32.502169873549434,118.71438600578404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.71438600578404,32.502169873549434]}",0.986
8282,2037.0,1429.0,614.0,937.0,876.0,3153.0,2,-0.3698722,-0.2150289,0.56515265,8282,32.471447490832546,119.0184657294585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0184657294585,32.471447490832546]}",0.986
6292,1917.0,1288.0,419.0,666.0,682.0,2697.5,2,-0.48432055,-0.16914076,0.59639,6292,32.2741774544399,118.7870597122693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7870597122693,32.2741774544399]}",0.986
8663,1919.0,1111.0,513.5,718.0,681.5,2693.0,2,-0.4554418,-0.16782308,0.5960883,8663,32.432640270558586,118.7247166315514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7247166315514,32.432640270558586]}",0.986
7182,1962.0,1150.0,580.0,828.0,896.0,3031.0,2,-0.4064516,-0.21409974,0.543672,7182,32.49489351974807,118.86090122862392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.86090122862393,32.49489351974807]}",0.986
9276,1792.0,1078.0,622.0,828.0,714.0,2784.0,2,-0.36793894,-0.21678321,0.5917667,9276,31.58301367483834,118.93573089179108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.93573089179108,31.58301367483834]}",0.986
