system:index,B11,B12,B2,B3,B4,B8,Class,MNDWI,NDBI,NDVI,Original_ID,lat,lon,.geo,Pred_Class,Confidence
1852,1809.5,1214.0,644.5,861.0,939.5,2231.0,1,-0.35517693,-0.104318775,0.407349,1852,32.03531542039252,118.53139918240888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.53139918240889,32.03531542039252]}",2,0.968
1502,2123.0,1470.5,694.5,961.5,933.5,2635.5,1,-0.3765602,-0.10770201,0.47688428,1502,32.26564345924076,118.97372962830934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.97372962830934,32.26564345924076]}",2,0.968
1268,2469.0,1784.5,750.5,1031.5,1180.0,2805.5,1,-0.41065562,-0.06379752,0.40785345,1268,31.97908088360664,118.81580580136112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.81580580136112,31.97908088360664]}",2,0.968
1114,1874.0,1423.0,588.0,856.0,824.0,2604.0,1,-0.37289378,-0.16301921,0.5192532,1114,32.4815984535431,119.0185555609869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0185555609869,32.4815984535431]}",2,0.968
2104,1868.5,1527.5,611.5,823.5,761.0,2812.5,1,-0.38818723,-0.20166631,0.574087,2104,32.087866864513515,118.81859057874188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.81859057874189,32.087866864513515]}",2,0.968
4343,2190.5,1581.0,667.0,873.5,989.5,2286.0,1,-0.42983028,-0.021333631,0.39581743,4343,32.29564718973036,118.8441027328109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.8441027328109,32.29564718973036]}",2,0.968
4317,2188.0,1628.0,722.5,933.0,938.5,2322.5,1,-0.40211472,-0.02981931,0.4244097,4317,32.37595657613064,118.92926302174544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.92926302174543,32.37595657613064]}",2,0.968
2138,1887.0,1399.0,620.0,814.0,787.0,2510.0,1,-0.39726028,-0.14168751,0.5225963,2138,31.634307477561567,119.0447863672832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.0447863672832,31.634307477561567]}",2,0.966
1622,2023.0,1425.5,605.0,809.5,833.5,2709.0,1,-0.42842013,-0.14497042,0.52942836,1622,32.212103868307246,118.80179208292886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.80179208292886,32.212103868307246]}",2,0.966
4063,1876.0,1602.0,1000.5,1172.0,1241.3333333333333,2004.6666666666667,1,-0.23097113,-0.033155814,0.23516123,4063,31.42374237496395,119.14791296190012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.14791296190012,31.42374237496395]}",2,0.966
2820,1914.0,1299.0,622.0,890.0,891.0,2962.0,1,-0.3651926,-0.21493027,0.53750324,2820,32.547085637755416,118.80322938738344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.80322938738345,32.547085637755416]}",2,0.964
4475,1932.5,1496.0,651.0,831.5,774.5,2596.5,1,-0.39833575,-0.14661074,0.5404924,4475,32.012767706761124,118.85865544041364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.85865544041363,32.012767706761124]}",2,0.964
3173,1967.0,1516.0,584.0,700.0,762.0,2676.0,1,-0.47506562,-0.15270299,0.556719,3173,32.4462946628772,118.78562240781471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.78562240781471,32.4462946628772]}",2,0.964
1323,1918.0,1614.0,1030.0,1236.0,1390.0,1920.0,1,-0.21623336,-0.0005211047,0.16012084,1323,31.64472793485735,118.99906211932152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.99906211932151,31.644727934857354]}",2,0.964
1972,2097.0,1622.0,648.0,868.0,1011.0,2282.0,1,-0.41450253,-0.042247087,0.38597023,1972,32.588048814711264,118.7103435870055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.7103435870055,32.588048814711264]}",2,0.964
68,2152.0,1529.0,675.0,944.0,882.0,2677.0,1,-0.3901809,-0.108718164,0.50435513,68,32.33211879026561,118.79182078327514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.79182078327514,32.33211879026561]}",2,0.964
14474,2029.5,1262.5,652.0,897.5,838.5,2659.0,3,-0.3867441,-0.1342647,0.52051467,14474,32.1960240247215,118.50489888152735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.50489888152737,32.1960240247215]}",2,0.964
14192,1613.0,1546.5,956.5,1225.0,1287.0,1733.5,3,-0.136716,-0.03600777,0.14782321,14192,31.294295142522326,118.84140778695853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.84140778695853,31.294295142522326]}",2,0.964
2103,1932.5,1471.5,754.0,1032.0,989.5,2263.0,1,-0.30376118,-0.07877488,0.39154497,2103,32.04977829646685,118.90491867754578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.90491867754578,32.04977829646685]}",2,0.964
3283,1986.5,1610.0,643.5,829.0,910.0,2278.0,1,-0.41111702,-0.068355024,0.42910916,3283,32.01231854911906,118.35802433257382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.35802433257382,32.01231854911906]}",2,0.962
