PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method,Rule
1,6972,118.55295874922776,31.81100609394788,2,0.22666666666666663,5440.850975559567,2,0.38666666666666666,0.6133333333333333,0.0,BAMS150,two_stage
2,9022,118.5630198804099,31.82690627447679,2,0.42,3105.1560144016908,2,0.29,0.71,0.0,BAMS150,two_stage
3,6276,118.81005658354276,31.86912709283041,2,0.32,3076.9683277898976,2,0.34,0.66,0.0,BAMS150,two_stage
4,7873,119.05960856947117,31.66368238735227,2,0.3133333333333333,2535.791877298329,2,0.3433333333333333,0.6566666666666666,0.0,BAMS150,two_stage
5,710,119.0508050796868,31.92572095572994,1,0.39999999999999997,2470.9375587295763,1,0.7,0.3,0.0,BAMS150,two_stage
6,9032,118.55816897787564,31.812173903817232,2,0.36000000000000004,2392.372427227403,2,0.32,0.68,0.0,BAMS150,two_stage
7,2365,118.94875646341082,31.734918789382952,1,0.30000000000000004,2367.656002941398,1,0.65,0.35,0.0,BAMS150,two_stage
8,6813,118.83997048250394,32.1922511005282,2,0.3666666666666667,2123.139444583813,2,0.31666666666666665,0.6833333333333333,0.0,BAMS150,two_stage
9,7567,118.67180586131676,32.199886780443215,2,0.2866666666666666,2059.099581922459,2,0.3566666666666667,0.6433333333333333,0.0,BAMS150,two_stage
10,7450,118.5563723473074,31.97854189443617,2,0.30666666666666664,2006.8440793470936,2,0.3466666666666667,0.6533333333333333,0.0,BAMS150,two_stage
11,9425,118.89818131291489,31.632960004635382,2,0.45999999999999996,1890.0182382875305,2,0.27,0.73,0.0,BAMS150,two_stage
12,8323,118.91938155362013,32.099814457792306,2,0.5066666666666666,1803.9752935483548,2,0.24666666666666667,0.7533333333333333,0.0,BAMS150,two_stage
13,6442,118.9343834188649,31.95293990883876,2,0.3133333333333333,1758.9015409146775,2,0.3433333333333333,0.6566666666666666,0.0,BAMS150,two_stage
14,7784,118.95333787135982,31.76743780266808,2,0.52,1720.675915029071,2,0.24,0.76,0.0,BAMS150,two_stage
15,9505,118.93878516375707,32.055168188171564,2,0.24666666666666665,1653.3138058782733,2,0.37666666666666665,0.6233333333333333,0.0,BAMS150,two_stage
16,9339,118.77852571707017,31.97683509539634,2,0.36000000000000004,1652.610921100384,2,0.32,0.68,0.0,BAMS150,two_stage
17,8200,118.9968163311112,31.53962504661537,2,0.3933333333333333,1633.4556867517467,2,0.30333333333333334,0.6966666666666667,0.0,BAMS150,two_stage
18,4317,118.92926302174544,32.37595657613064,1,0.5066666666666666,1611.846545822979,1,0.7533333333333333,0.24666666666666667,0.0,BAMS150,two_stage
19,9240,118.5923049586722,32.06226487891611,2,0.29333333333333333,1594.8411248611717,2,0.35,0.6433333333333333,0.006666666666666667,BAMS150,two_stage
20,4930,118.840419640146,32.198269812931805,1,0.33,1579.3920439502112,1,0.5966666666666667,0.13666666666666666,0.26666666666666666,BAMS150,two_stage
21,5323,118.92953251633064,31.772378536730734,2,0.4666666666666666,1577.97267568759,2,0.26666666666666666,0.7333333333333333,0.0,BAMS150,two_stage
22,5300,119.10066157795542,31.918175107343338,2,0.5266666666666666,1537.3243675342887,2,0.23666666666666666,0.7633333333333333,0.0,BAMS150,two_stage
23,7847,118.92629858130783,31.551842134479394,2,0.43000000000000005,1532.7851597835968,2,0.2833333333333333,0.7133333333333334,0.0033333333333333335,BAMS150,two_stage
24,6318,118.49681404397028,31.966863795742615,2,0.4766666666666666,1521.669899412582,2,0.22333333333333333,0.7,0.07666666666666666,BAMS150,two_stage
25,9773,119.02655056701556,31.797261870100847,2,0.38000000000000006,1514.8210839247918,2,0.29,0.67,0.04,BAMS150,two_stage
26,9678,118.65869045816862,31.74533924667874,2,0.35333333333333333,1508.7683116573212,2,0.3233333333333333,0.6766666666666666,0.0,BAMS150,two_stage
27,5577,118.91219503134715,31.956443338446828,2,0.3866666666666666,1474.9840701791945,2,0.28,0.6666666666666666,0.05333333333333334,BAMS150,two_stage
