Original_ID,Original_ID_GEE,system:index,B11_mean,B11_stdDev,B12_mean,B12_stdDev,B2_mean,B2_stdDev,B3_mean,B3_stdDev,B4_mean,B4_stdDev,B8_mean,B8_stdDev,Class,MNDWI_mean,MNDWI_stdDev,NDBI_mean,NDBI_stdDev,NDVI_mean,NDVI_stdDev,.geo
946,000000000000000003b2,000000000000000003b2_0,1481.3333333333328,54.21151989096864,1261.333333333333,24.513035081133648,983.7777777777776,115.06594995699734,1151.1111111111109,117.4094870711941,1304.8888888888885,71.93275323282315,1519.7777777777774,65.64175124242867,1,-0.12711805,0.066090555487882,-0.012665311,0.02815188561436,0.07633698,0.0192635933901111,"{""type"":""MultiPoint"",""coordinates"":[]}"
1565,0000000000000000061d,0000000000000000061d_0,2503.1111111111104,89.342592112788,2399.555555555555,92.28471778037064,946.222222222222,142.4365572439401,1050.6666666666663,122.64583156389784,1328.9999999999995,190.6002215225482,1917.999999999999,176.72829113893704,1,-0.41030028,0.0421405308873718,0.1338711,0.0457252204528676,0.1843134,0.0287554863370174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2194,00000000000000000892,00000000000000000892_0,2341.2222222222217,76.98705198174001,2020.888888888888,109.22015935657872,1036.7777777777774,96.73535235404776,1323.7777777777776,93.0528855338344,1509.333333333333,173.76740520336693,2201.166666666666,158.18273539731754,1,-0.2781709,0.0339134987560304,0.03189732,0.0346589986470353,0.18796876,0.0406800608316294,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315,000000000000000010db,000000000000000010db_0,1886.171296296296,50.26319787237768,1598.296296296296,107.12772974402972,980.833333333333,174.46433007676893,1153.3333333333328,152.79002476165343,1209.9925925925922,194.7307649277024,2073.351851851851,115.98861679047144,1,-0.2443195,0.0617794673362772,-0.046629217,0.0319895446258311,0.26561856,0.1006149096478081,"{""type"":""MultiPoint"",""coordinates"":[]}"
4721,00000000000000001271,00000000000000001271_0,1343.4240740740738,56.90015248254765,1141.0555555555552,70.31524034440424,928.07037037037,43.584717262763675,1016.8592592592588,41.914899168322755,1059.6576719576717,53.87469731287269,1357.2407407407404,106.5208019188122,1,-0.13826302,0.0259881950554803,-0.0040329164,0.0298740415918831,0.122034386,0.0465672791479449,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,00000000000000000259,00000000000000000259_0,1928.333333333333,188.76970095860193,1710.7222222222215,130.93533414779642,954.3888888888888,107.13614852601182,1245.8888888888887,132.92307252646717,1477.333333333333,171.03216071838654,1834.999999999999,150.27752105133132,1,-0.21542853,0.0168510250183346,0.024026897,0.0132756450559115,0.10972347,0.0243460401722564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2629,00000000000000000a45,00000000000000000a45_0,2281.6111111111104,122.9310506335826,1790.944444444444,166.0393936597992,898.833333333333,270.79174039594835,1047.444444444444,145.9469927451676,1025.1666666666663,118.60672643469913,2711.388888888888,236.32884078684563,1,-0.37307554,0.0493160956221563,-0.084729314,0.0511851176971094,0.4502356,0.0623082316913874,"{""type"":""MultiPoint"",""coordinates"":[]}"
3754,00000000000000000eaa,00000000000000000eaa_0,1654.8888888888882,68.44088194191804,1397.6666666666663,50.18189137749017,859.6537037037035,135.09424048953036,1052.8055555555554,145.6162405302818,1138.0740740740737,194.45695374223624,1804.592592592592,231.2235318334293,1,-0.22527003,0.0568126737755005,-0.039075788,0.0667950127458726,0.22661804,0.0794353188357982,"{""type"":""MultiPoint"",""coordinates"":[]}"
1087,0000000000000000043f,0000000000000000043f_0,2739.777777777778,63.044565855831294,2374.888888888888,30.523012973616517,958.8888888888888,34.591085699592526,1367.7777777777776,73.25113238074736,1821.7777777777776,165.83645074307933,2353.888888888888,203.91089799465735,1,-0.33435404,0.0208039293812482,0.0773765,0.0383421626510179,0.12757555,0.0110784413694083,"{""type"":""MultiPoint"",""coordinates"":[]}"
4685,0000000000000000124d,0000000000000000124d_0,1412.6944444444443,101.00129109308118,1128.6666666666663,65.32908149429998,846.1111111111109,66.09359011523735,1011.148148148148,86.22574607792055,1139.4444444444443,133.15098642212575,1797.4814814814808,288.5277704977857,1,-0.16584674,0.0442262212083617,-0.1138563,0.0665460862139453,0.2201964,0.0525679961099821,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,0000000000000000032a,0000000000000000032a_0,1617.0555555555552,215.04855897226872,1381.5018518518516,200.7836991754943,904.5049382716046,156.42794339872998,1019.907407407407,224.3020333553692,1077.2944444444445,269.2589345354394,1498.5995370370367,373.0279481410303,1,-0.23403387,0.0482162700299281,0.049932614,0.0650291308140177,0.16486354,0.0270465894518022,"{""type"":""MultiPoint"",""coordinates"":[]}"
964,000000000000000003c4,000000000000000003c4_0,1833.1111111111104,103.7884541260561,1500.9999999999998,102.32057466609538,861.7222222222218,176.26150255784916,1025.3888888888887,187.78663687188777,1045.0555555555554,215.4573229776406,2128.388888888888,177.79041621742533,1,-0.28706092,0.0853527883369277,-0.07337075,0.046589142897504,0.3457792,0.0835797530941388,"{""type"":""MultiPoint"",""coordinates"":[]}"
